,question,golden_answer,answer,judge,model
1569,the resting stage of the cell cycle is,Gap 0,The resting stage of the cell cycle is called G0 (G-zero) phase.,True,gpt4
1570,who plays in the new mary poppins movie,Meryl Streep,"In ""Mary Poppins Returns"", the role of Mary Poppins is played by Emily Blunt.",True,gpt4
1571,branch of science that deals with the structure of human body parts,Anatomy,The branch of science that deals with the structure of human body parts is Anatomy.,True,gpt4
1573,disagreements involving slavery and states' rights were two of the main causes of,the American Civil War,Disagreements involving slavery and states' rights were two of the main causes of the American Civil War.,True,gpt4
1574,who wrote the song after you've gone,Turner Layton,"The song ""After You've Gone"" was written by Turner Layton with lyrics by Henry Creamer.",True,gpt4
1576,is parallax more pronounced with nearby stars or with distant stars,nearby objects,Parallax is more pronounced with nearby stars than with distant stars.,True,gpt4
1577,which two regions grow most of china’s rice,provinces along the Yangtze River,The Yangtze River Basin and the Pearl River Delta are the two regions that grow most of China's rice.,True,gpt4
1578,the fertile crescent is located between what two bodies of water,Tigris and Euphrates rivers,"The Fertile Crescent is located between the Tigris and Euphrates rivers, which eventually flow into the Persian Gulf.",True,gpt4
1579,who was the first british team to win the european cup,Celtic,Celtic FC was the first British team to win the European Cup in 1967.,True,gpt4
1580,how many seasons of the rugrats are there,9 seasons,"There are 9 seasons of the original ""Rugrats"" series.",True,gpt4
1582,when did the twenty one pilots hiatus start,November 2016,"Twenty One Pilots announced their hiatus on July 6, 2017 and returned with new music in 2018.",True,gpt4
1583,when did ibuprofen become available over the counter,1983,Ibuprofen became available over the counter in the UK in 1983 and in the US in 1984.,True,gpt4
1584,what is the full form of ib board,International Baccalaureate,"The full form of the ""IB board"" is the International Baccalaureate.",True,gpt4
1585,when did lynyrd skynyrd's plane crash happen,"October 20, 1977","Lynyrd Skynyrd's plane crash happened on October 20, 1977.",True,gpt4
1586,when did cristiano ronaldo go to manchester united,2003,Cristiano Ronaldo first joined Manchester United in 2003.,True,gpt4
1587,when did the nfl adopt a salary cap,the 1994 season,The NFL adopted a salary cap in 1994.,True,gpt4
1588,who unveiled the new coat of arms on 27 april 2000,South Africa,The new coat of arms unveiled on 27 April 2000 pertains to South Africa. It was presented by then-President Thabo Mbeki.,True,gpt4
1589,how many winnie the pooh books are there,four,"There are four original ""Winnie-the-Pooh"" books by A.A. Milne.",True,gpt4
1590,who gets to race in the daytona clash,Daytona Pole Award winners,"The Daytona Clash, now known as the Busch Clash, features pole winners from the previous NASCAR Cup Series season and past Daytona 500 winners.",True,gpt4
1591,what kind of food did the woolly mammoth eat,grass and sedges,"The woolly mammoth was a herbivore that ate a variety of plants, including grasses, flowers, and shrubs.",True,gpt4
1592,what was the outcome of the battle of san juan hill,Cuban-American victory,"The outcome of the Battle of San Juan Hill during the Spanish-American War was an American victory, which contributed to Spain's eventual surrender.",True,gpt4
1593,when does kubo and the two strings release,"August 19, 2016","""Kubo and the Two Strings"" was released in the US on August 19, 2016.",True,gpt4
1594,what is the hot coffee mod in san andreas,a normally inaccessible mini-game,"The ""Hot Coffee mod"" in ""Grand Theft Auto: San Andreas"" is a controversial modification that unlocked a previously inaccessible mini-game that was sexually explicit in nature.",True,gpt4
1595,when does the dlc for rainbow six siege come out,January 2018,"DLC (downloadable content) releases for ""Rainbow Six Siege"" vary. As of my last update in September 2021, there were regular updates and content drops; the specific date would depend on which DLC you're referencing.",False,gpt4
1597,who plays bongos on sympathy for the devil,Rocky Dzidzornu,"Rocky Dijon played the bongos on The Rolling Stones' ""Sympathy for the Devil.""",False,gpt4
1598,state the process that divides one nucleus into two genetically identical nuclei,mitosis,The process that divides one nucleus into two genetically identical nuclei is called Mitosis.,True,gpt4
1599,who is the originator of the plan-do-check-act model of performance improvement,W. Edwards Deming,"The Plan-Do-Check-Act (PDCA) model of performance improvement was originated by W. Edwards Deming, though he preferred to call it Plan-Do-Study-Act (PDSA).",True,gpt4
1600,where does stevia in the raw come from,South America,"Stevia in the Raw is derived from the stevia plant, which is native to South America.",True,gpt4
1601,who does the voice of little chef in ratatouille,Ian Holm,"In the movie ""Ratatouille"", the character Remy (the ""little chef"") is voiced by Patton Oswalt.",False,gpt4
1602,who said have you no sense of decency,Joseph Nye Welch,"The phrase ""Have you no sense of decency"" was said by Joseph N. Welch during the Army-McCarthy hearings in 1954, in response to Senator Joseph McCarthy's tactics.",True,gpt4
1603,who sings the skye boat song on outlander,Bear McCreary,"The version of the ""Skye Boat Song"" used as the theme for ""Outlander"" is sung by Raya Yarbrough.",True,gpt4
1605,who does claire from mcleods daughters end up with,Alex Ryan,"Claire McLeod, from ""McLeod's Daughters"", tragically dies in a truck accident. She had a relationship with Alex Ryan before her death.",True,gpt4
1606,which is produced in plants of narora kakrapar tarapur,Atomic Power,"Narora, Kakrapar, and Tarapur are nuclear power plants in India.",True,gpt4
1607,when did fender start making amps in mexico,1996,Fender started manufacturing amps in Mexico in the 1990s.,True,gpt4
1609,the boiling point of water is 100 degrees celsius express this in si units,100 °C,"The boiling point of water is 100 degrees Celsius, which is already expressed in SI units.",True,gpt4
1610,known as the punk poet who used poetry in their music,John Cooper Clarke,"Patti Smith is often referred to as the ""punk poet"" and incorporated poetry into her music.",False,gpt4
1611,who sang it must have been love but its over now,Roxette,"The song ""It Must Have Been Love"" is sung by Roxette.",True,gpt4
1612,where is the tibia and fibula bone located,leg,"The tibia and fibula are located in the lower leg, with the tibia being the larger, shin bone and the fibula running parallel to it on the outer side of the leg.",True,gpt4
1613,who sings he thinks he'll keep her,Mary Chapin Carpenter,"""He Thinks He'll Keep Her"" is sung by Mary Chapin Carpenter.",True,gpt4
1615,when did the eagles play in the superbowl,"February 6, 2005","The Philadelphia Eagles played in the Super Bowl in 1981 (Super Bowl XV), 2005 (Super Bowl XXXIX), and 2018 (Super Bowl LII), among possible subsequent appearances after 2021.",True,gpt4
1616,who starred in the film walk the line,Ginnifer Goodwin,"The film ""Walk the Line"" starred Joaquin Phoenix as Johnny Cash and Reese Witherspoon as June Carter.",True,gpt4
1617,who plays mr wilson in dennis the menace,Joseph Sherrard Kearns,"Walter Matthau plays Mr. Wilson in the 1993 film ""Dennis the Menace"".",False,gpt4
1618,bosnia and herzegovina croatia macedonia and slovenia all used to be parts of,Yugoslavia,"Bosnia and Herzegovina, Croatia, Macedonia (now known as North Macedonia), and Slovenia all used to be parts of Yugoslavia.",True,gpt4
1619,doric ionic and corinthian orders all refer to types of,architecture,"Doric, Ionic, and Corinthian orders all refer to types of classical Greek architectural columns.",True,gpt4
1621,who made the first to record with the electric guitar,George Warren Barnes,"The first person to record with an electric guitar is debated, but Eddie Durham and George Barnes are both early pioneers in the 1930s.",True,gpt4
1622,what is the money called in south korea,won,The money used in South Korea is called the Korean Won (KRW).,True,gpt4
1623,who won three stanley cups in a row,Toronto Maple Leafs,"Multiple teams have won three Stanley Cups in a row. The Toronto Maple Leafs, the Montreal Canadiens, and the New York Islanders are among them. The Canadiens achieved the feat multiple times.",True,gpt4
1624,who played young monica in love and basketball,Kyla Pratt,"Young Monica in ""Love & Basketball"" was played by Kyla Pratt.",True,gpt4
1625,who sings the wizards of waverly place theme song,Selena Gomez,"The ""Wizards of Waverly Place"" theme song, ""Everything Is Not What It Seems,"" is sung by Selena Gomez.",True,gpt4
1627,when is episode 12 of miraculous ladybug season 2 coming out,30 March 2018,"The release dates for ""Miraculous Ladybug"" episodes varied depending on the region. The exact date for Episode 12 of Season 2 would depend on the country of broadcast.",False,gpt4
1629,whose new political ideas of natural rights influenced the declaration of independence,Francis Hutcheson,John Locke's political ideas on natural rights influenced the drafting of the Declaration of Independence.,True,gpt4
1630,when was the movie the king and i made,1956,"""The King and I"" movie was released in 1956.",True,gpt4
1631,one piece episode 534 english dubbed release date,"February 5, 2012","The exact release date for the English-dubbed version of ""One Piece"" episode 534 would depend on the distributor and could be after 2021.",False,gpt4
1632,the world's tallest jain statue is located in which state of india,Maharashtra,The world's tallest Jain statue is located in the state of Karnataka in India.,False,gpt4
1633,when do dwight and angela start dating again,"In ""A.A.R.M.""","In ""The Office"", Dwight and Angela start dating again during Season 9.",False,gpt4
1634,when did fortnite save the world first come out,"July 25, 2017","""Fortnite: Save the World"" was released in early access on July 25, 2017.",True,gpt4
1635,who won battle of the sexes tennis game,Billie Jean King,"Billie Jean King won the ""Battle of the Sexes"" tennis match against Bobby Riggs in 1973.",True,gpt4
1636,the most important battles in the revolutionary war,Philadelphia campaign,"Some of the most important battles in the Revolutionary War include the Battles of Lexington and Concord, Bunker Hill, Saratoga, Yorktown, among others.",True,gpt4
1637,what is the first line of an http request to the server,A request line,"The first line of an HTTP request to the server is the request line, which includes the method (like GET or POST), the path to the resource, and the HTTP version.",True,gpt4
1638,who plays harley quinn in the lego batman movie,Jenny Slate,"Jenny Slate voices Harley Quinn in ""The LEGO Batman Movie"".",True,gpt4
1639,who is the actress who plays baker on blue bloods,Abigail Hawk,"The actress who plays Officer Eddie Janko (previously Eddie Reagan after marrying Jamie Reagan) on ""Blue Bloods"" is Vanessa Ray.",False,gpt4
1640,where is the villa in call me by your name,Moscazzano,"The villa in ""Call Me by Your Name"" is located in the Lombardy region of Italy, in the countryside near the towns of Crema and Moscazzano.",True,gpt4
1641,what are the five compulsory prayers in islam,Asr,"The five compulsory prayers in Islam are known as Salah or Salat. They are: Fajr, Dhuhr, Asr, Maghrib, and Isha.",True,gpt4
1642,when does agents of shield season five start,"December 1, 2017","""Agents of S.H.I.E.L.D."" Season 5 premiered on December 1, 2017.",True,gpt4
1643,who is the premier of northern cape 2018,Sylvia Lucas,"As of my last update in 2021, the Premier of the Northern Cape in 2018 was Zamani Saul. However, political positions can change; you may want to verify from a current source.",False,gpt4
1644,what are the monomer building blocks of dna and rna,Nucleotides,"The monomer building blocks of DNA are nucleotides, which consist of a phosphate group, a deoxyribose sugar, and one of four nitrogenous bases (adenine, thymine, cytosine, or guanine). For RNA, the sugar is ribose, and the base uracil replaces thymine.",True,gpt4
1645,university of michigan school of public health ranking,#4,"As of my last update in 2021, the University of Michigan School of Public Health is ranked among the top public health schools in the U.S., but the specific ranking can change year-to-year. You might want to check a current educational ranking source for the latest details.",False,gpt4
1646,who sings you are a magnet and i am steel,Walter Egan,"""You're a Magnet and I'm Steel"" is sung by Walter Egan.",True,gpt4
1647,which was the first village of karnataka which declared independence,Hyderabad,Siddapura in Uttara Kannada district is sometimes mentioned as a village that declared independence from the British during the Indian freedom struggle before India's official independence in 1947.,False,gpt4
1648,who wrote i can feel at home in this world anymore,Macon Blair,"The song ""I Don't Feel at Home in This World Anymore"" was written by Albert E. Brumley.",False,gpt4
1649,where are antibodies made and by what type of lymphocyte,B cells,Antibodies are produced by a type of lymphocyte called B cells or B lymphocytes.,True,gpt4
1650,explorer who led an early voyage to the coast of newfoundland,Jacques Cartier,The explorer who led an early voyage to the coast of Newfoundland was John Cabot (Giovanni Caboto).,False,gpt4
1651,where does the journey start in the canterbury tales,London,"The journey in ""The Canterbury Tales"" by Geoffrey Chaucer starts at the Tabard Inn in Southwark, a borough of London.",True,gpt4
1652,when did the flash first appear on arrow,second season,"The Flash, or Barry Allen, first appeared on ""Arrow"" during Season 2, in episodes 8 and 9.",True,gpt4
1653,where is the world's largest thermometer located,"Baker, California, USA","The world's largest thermometer is located in Baker, California.",True,gpt4
1654,where did the french immigrants settle in texas,1685,"French immigrants in Texas, particularly in the 19th century, settled in several areas but one notable settlement was Castro's Colony, which includes present-day Castroville, west of San Antonio.",False,gpt4
1655,the complete collection of dna and genes is called,genome,The complete collection of DNA and genes in an organism is called its genome.,True,gpt4
1657,how many seasons of the smurfs are there,9,"""The Smurfs"" animated television series had 9 seasons, airing from 1981 to 1990.",True,gpt4
1658,when does sloan come into grey's anatomy,season two,"Dr. Mark Sloan, played by Eric Dane, is introduced in ""Grey's Anatomy"" during Season 2.",True,gpt4
1659,who does the voice of nelson on simpsons,nullcy Jean Cartwright,"The voice of Nelson Muntz on ""The Simpsons"" is done by nullcy Cartwright.",True,gpt4
1662,the duluth model is an intervention program that emphasizes,re-education,The Duluth Model is an intervention program for domestic violence which emphasizes the need for community-wide responses and views domestic violence as a pattern of actions used to intentionally control or dominate an intimate partner.,False,gpt4
1663,who has said that caste is a closed class,Frederik Barth,The sociologist Max Weber described caste as a form of closed class.,False,gpt4
1664,where did the battle of issus take place,southern Anatolia,The Battle of Issus took place near the village of Issus in present-day southern Turkey.,False,gpt4
1665,what land mass was north america a part of about 300 million years ago,Pangaea,"About 300 million years ago, North America was part of a supercontinent called Pangaea.",True,gpt4
1666,when does the new adventure time come out,"April 21, 2017","""Adventure Time"" concluded its original run in 2018. There have been specials titled ""Adventure Time: Distant Lands"" released on HBO Max starting in 2020. The exact release of new episodes would depend on the date you're inquiring about.",False,gpt4
1667,who discovered cells divide to make new cells,Hugo von Mohl,"The process of cell division was described and observed by many scientists, but Rudolf Virchow is credited with the statement ""omnis cellula e cellula,"" which translates to ""every cell from a cell.""",False,gpt4
1668,how old is baby in dirty dancing movie,17-year-old,"In the movie ""Dirty Dancing,"" the character Baby (Frances Houseman), played by Jennifer Grey, is 17 years old.",True,gpt4
1669,when will miraculous ladybug season 2 episode 12 come out,30 March 2018,"The release date for ""Miraculous Ladybug"" episodes can vary by region and network. As of my last update in September 2021, you might want to check a current airing schedule for exact dates.",False,gpt4
1670,during the great depression in the 1930s the u.s. economy experienced a,economic recession,"During the Great Depression in the 1930s, the U.S. economy experienced a severe downturn with widespread unemployment, bank failures, and business closures.",True,gpt4
1671,who wrote the song oh lord won't you buy me a mercedes benz,Janis Joplin,"The song ""Oh Lord, Won't You Buy Me a Mercedes Benz"" was written by Janis Joplin, Michael McClure, and Bobbie Neuwirth.",True,gpt4
1672,when did the wave hill walk off end,16 August 1975,"The Wave Hill Walk-Off, or Gurindji strike, ended in 1975 when the Australian government returned some land to the Gurindji people.",True,gpt4
1673,when was the first epistle of john written,AD 95–110,"The exact date for the composition of the First Epistle of John is debated, but it is generally believed to have been written between 90 AD and 110 AD.",True,gpt4
1674,who was the inventor who developed a way to record sound,Thomas Edison,Thomas Edison is credited with developing one of the first practical ways to record and reproduce sound with his invention of the phonograph in 1877.,True,gpt4
1675,what is the function of the pericardial sac,Lubricates the heart,"The function of the pericardial sac, or pericardium, is to protect and lubricate the heart, reducing friction between the heart and neighboring structures during its movement.",True,gpt4
1676,who helped them recapture mycenae once they were old enough to fight,Aegisthus,"The question seems to refer to a specific story or myth. If you're referring to Greek mythology, then it might be Orestes and Electra who recaptured Mycenae after maturing.",False,gpt4
1677,who said i'll gladly pay you tuesday,Wimpy,"""I'll gladly pay you Tuesday"" is a phrase often said by the character Wimpy from the ""Popeye"" comic strip.",True,gpt4
1678,when was 13 reasons why released on netflix,"March 31, 2017","""13 Reasons Why"" was released on Netflix on March 31, 2017.",True,gpt4
1679,what's the biggest country in western europe,Russia*,The biggest country in Western Europe by land area is France.,True,gpt4
1681,the rule of the three rightly guided caliphs was called,Rashidun,"The rule of the early caliphs, including the first three, is often referred to as the period of the ""Rightly Guided Caliphs"" (Rashidun Caliphs).",True,gpt4
1682,how long is a whale shark in meters,12.65 m,"Whale sharks can typically range in length from 5.5 to 10 meters, though some specimens have been reported to be over 12 meters long.",False,gpt4
1683,yeh hai mohabbatein serial star cast real name,Divyanka Tripathi and Karan Patel,"""Yeh Hai Mohabbatein"" is an Indian TV show. Some of its main cast are: Divyanka Tripathi (Ishita Bhalla), Karan Patel (Raman Bhalla), and Ruhanika Dhawan (Ruhi Bhalla), among others.",True,gpt4
1684,who was the girl in the video brenda got a baby,"Ethel ""Edy"" Proctor","The girl in Tupac Shakur's ""Brenda's Got a Baby"" video was portrayed by actress Ronni Hawk.",False,gpt4
1685,itai-itai disease was a form of poisoning associated with ingestion of,cadmium,"""Itai-itai disease"" was associated with the ingestion of cadmium contaminated water or food.",True,gpt4
1686,who did the minnesota vikings lose to in the super bowl,Pittsburgh Steelers,"The Minnesota Vikings have lost in the Super Bowl four times: Super Bowl IV to the Kansas City Chiefs, Super Bowl VIII to the Miami Dolphins, Super Bowl IX to the Pittsburgh Steelers, and Super Bowl XI to the Oakland Raiders.",True,gpt4
1687,who are considered to be the founding fathers,George Washington,"The ""Founding Fathers"" of the United States typically refers to figures like George Washington, Thomas Jefferson, Benjamin Franklin, John Adams, James Madison, John Jay, and Alexander Hamilton.",True,gpt4
1688,who sings in walk hard the dewey cox story,John C. Reilly,"In the film ""Walk Hard: The Dewey Cox Story,"" the songs are sung by John C. Reilly, who portrayed Dewey Cox.",True,gpt4
1689,where was when we first met netflix filmed,New Orleans,"The movie ""When We First Met"" on Netflix was primarily filmed in New Orleans, Louisiana.",True,gpt4
1690,who is the writer of a walk to remember,American writer Nicholas Sparks,"""A Walk to Remember"" was written by Nicholas Sparks.",True,gpt4
1691,when did they start assigning social security numbers at birth,1990,The Social Security Administration began assigning Social Security numbers at birth in 1987.,False,gpt4
1693,what does v sign in front of mouth mean,signify cunnilingus,"The V sign in front of the mouth in some cultures is a playful gesture indicating silence or ""keeping a secret"". In other contexts, it can simply be a pose for photos.",False,gpt4
1694,who supported states rights during the civil war,the Confederacy,"During the Civil War, it was the Southern Confederacy or the Confederate States of America that supported states' rights as one of their primary justifications for seceding.",True,gpt4
1696,what album is help by the beatles on,Help!,"""Help!"" by The Beatles is on the album ""Help!"".",True,gpt4
1697,in the song i drive your truck who is he talking about,his brother,"In the song ""I Drive Your Truck"" by Lee Brice, he's talking about his brother, who died while serving in the military.",True,gpt4
1698,what is small business tax rate in canada,10.5%,"The small business tax rate in Canada can vary based on the province and the specific tax (federal or provincial). As of 2021, the federal small business tax rate was 9%. However, provincial rates vary and can change over time. It's a good idea to consult the Canada Revenue Agency or a tax professional for the latest figures.",False,gpt4
1699,who plays the bad guy in the good place,Ted Danson,"In ""The Good Place,"" the ""bad guy"" or the demon is named Michael and is played by Ted Danson.",True,gpt4
1700,what are the main sources of economic growth in the us currently,pharmaceuticals,"The main sources of economic growth in the U.S. vary over time, but as of my last update in 2021, they included technology and innovation, consumer spending, investments in infrastructure, and energy production, among others.",False,gpt4
1701,who played ethel on the doris day show,Carol Worthington,"On ""The Doris Day Show,"" Ethel was played by Fran Ryan.",False,gpt4
1702,who played g baby in the movie hardball,DeWayne Warren,"G-Baby in the movie ""Hardball"" was played by DeWayne Warren.",True,gpt4
1703,who played john coffey in the movie the green mile,Michael Clarke Duncan,"John Coffey in the movie ""The Green Mile"" was played by Michael Clarke Duncan.",True,gpt4
1704,who wrote catch 22 (both names),Joseph Heller.,"""Catch-22"" was written by Joseph Heller (you mentioned both names, but Joseph Heller is the sole author).",True,gpt4
1705,where was the world chess tournament 2017 held,"Tbilisi, Georgia","The World Chess Championship in 2017 was held in Riyadh, Saudi Arabia.",False,gpt4
1706,who votes to elect a rajya sabha memmber,state legislatures,Members of the state's Legislative Assembly vote to elect a Rajya Sabha member.,True,gpt4
1707,when does season 8 of hawaii five o premiere,"September 29, 2017","Season 8 of ""Hawaii Five-0"" premiered on September 29, 2017.",True,gpt4
1708,paul walkers cars in fast and furious list,1995 Toyota Supra,"Paul Walker drove several cars in the Fast and Furious series, including a Mitsubishi Eclipse, Toyota Supra, Nissan Skyline GT-R, and Ford Escort RS1600, among others.",True,gpt4
1709,who won the oscar for best actor in 1975,Art Carney,"The Oscar for Best Actor in 1975 went to Jack Nicholson for ""One Flew Over the Cuckoo's Nest"".",False,gpt4
1710,when did the first episode of that 70s show air,"August 23, 1998","The first episode of ""That '70s Show"" aired on August 23, 1998.",True,gpt4
1711,when did the book thief movie come out,"November 27, 2013","""The Book Thief"" movie was released in 2013.",True,gpt4
1712,when did the eagles win the super bowl,2017,"The Philadelphia Eagles won the Super Bowl on February 4, 2018 (Super Bowl LII).",False,gpt4
1714,who sang from russia with love james bond,Matt Monro,"The theme song ""From Russia with Love"" was sung by Matt Monro.",True,gpt4
1715,where is urinary bladder located in human body,on the pelvic floor,"The urinary bladder is located in the pelvic region of the human body, just behind the pubic bone.",True,gpt4
1716,architectural elements forming rib vaults eg wells cathedral,an armature of piped masonry,"Architectural elements that form rib vaults, like those in Wells Cathedral, are often referred to as ribs or ogives.",True,gpt4
1717,who sang gonna sit right down and write myself a letter,Fats Waller,"""Gonna Sit Right Down and Write Myself a Letter"" was originally sung by Fats Waller. It has been covered by many artists since.",True,gpt4
1718,how many rooms is there in buckingham palace,775,"Buckingham Palace has 775 rooms, including 19 state rooms, 52 royal and guest bedrooms, 188 staff bedrooms, 92 offices, and 78 bathrooms.",True,gpt4
1719,where did they get the tree for rockefeller center,"State College, PA",The Rockefeller Center Christmas tree is typically sourced from various locations in the Northeastern U.S. The specific location varies from year to year. Many of them have come from private homeowners who donate the tree.,False,gpt4
1720,who expanded the territory of china during the qing dynasty,Qianlong,Emperor Kangxi and Qianlong of the Qing Dynasty significantly expanded the territory of China.,True,gpt4
1721,what is the second largest country in asia,China,"In terms of land area, the second-largest country in Asia is India (after Russia).",False,gpt4
1722,when was the last episode of vampire diaries aired,"March 10, 2017","The last episode of ""The Vampire Diaries"" aired on March 10, 2017.",True,gpt4
1723,who played ashley on the young and the restless,Brenda Epperson,"The character Ashley Abbott on ""The Young and the Restless"" has been primarily played by Eileen Davidson.",True,gpt4
1725,who is pictured on the 5000 dollar bill,James Madison,"The $5,000 bill features a portrait of James Madison.",True,gpt4
1727,who wrote the song balls to the wall,Deaffy,"""Balls to the Wall"" is a song by German heavy metal band Accept, and the primary songwriter was their guitarist, Wolf Hoffmann, along with former lead vocalist Udo Dirkschneider.",True,gpt4
1728,who talks for belle in beauty and the beast,Julie Nathanson,"Belle in ""Beauty and the Beast"" (1991 animated version) was voiced by Paige O'Hara.",True,gpt4
1729,what is a coherent set of values and beliefs about public policy called,a political ideology,A coherent set of values and beliefs about public policy is often referred to as a political ideology.,True,gpt4
1730,when do liam and annie get together season 3,Holiday Madness,"In ""90210"", Liam and Annie officially get together in the season 3 finale.",False,gpt4
1731,what breed of cat has spots and stripes,tabby,The Bengal cat is a breed known for its spotted and striped coat pattern.,False,gpt4
1732,who voiced simba in the lion king 2,Matthew Broderick,"In ""The Lion King 2: Simba's Pride"", adult Simba was voiced by Matthew Broderick.",True,gpt4
1733,when did the angel of the north get built,1998,"The ""Angel of the North"" statue was completed in 1998.",True,gpt4
1734,when did mcgee became a regular on ncis,in season two,"Timothy McGee, played by Sean Murray, became a main character in ""NCIS"" starting from the second season.",True,gpt4
1735,when was 1 john 5 7 added to the bible,the 9th century,"1 John 5:7, often referred to as the Comma Johanneum, has a controversial history. Its longer version, which supports the doctrine of the Trinity, is not found in most of the oldest manuscripts and is believed to have been added in the Latin Vulgate in the early Middle Ages.",False,gpt4
1737,who is jojo in horton hears a who,Jesse McCartney,"In the movie ""Horton Hears a Who!"", JoJo is voiced by Jesse McCartney.",True,gpt4
1738,the part of the cytoskeleton made from the protein actin is called,Microfilaments,The part of the cytoskeleton made from the protein actin is called microfilaments.,True,gpt4
1739,who plays jack in battle of the sexes,Bill Pullman,"In the movie ""Battle of the Sexes"", Jack Kramer is played by Bill Pullman.",True,gpt4
1741,when did the royal proclamation of 1763 end,the American Revolutionary War,"The Royal Proclamation of 1763 did not ""end"" in the traditional sense, but its stipulations were largely superseded or ignored in subsequent years, especially after the American Revolution.",True,gpt4
1742,the tenure of the office of the lokayukt of up,eight years,"The tenure of the office of the Lokayukta in Uttar Pradesh is 8 years or until the age of 70, whichever is earlier.",True,gpt4
1743,when did response to state of the union start,in 1966,The official Opposition Response to the State of the Union address began in 1966.,True,gpt4
1744,who had the most governmental power under the articles of confederation,the states,"Under the Articles of Confederation, the most governmental power was held by the individual states rather than a central federal authority.",True,gpt4
1746,who donates a christmas tree to trafalgar square,"Oslo, Norway","The Christmas tree in Trafalgar Square is an annual gift from the city of Oslo, Norway as a token of gratitude for Britain's support during World War II.",True,gpt4
1747,who starred in the movie on golden pond,William Lanteau,"""On Golden Pond"" starred Katharine Hepburn, Henry Fonda, and Jane Fonda.",True,gpt4
1748,isdn uses b & d channels. what is d channel use for,control and signaling information,"In ISDN, the D channel is used for signaling and control.",True,gpt4
1749,what is the rate limiting enzyme of kreb's cycle,Isocitrate dehydrogenase,The rate-limiting enzyme of the Krebs cycle (or citric acid cycle) is isocitrate dehydrogenase.,True,gpt4
1750,when was the taj mahal built and completed,1632–53,The Taj Mahal was commissioned in 1632 and was substantially complete by 1653.,True,gpt4
1751,which supreme court judge has surved in international court of justice,Dalveer Bhandari,Justice Dalveer Bhandari from India has served on the International Court of Justice.,True,gpt4
1752,who is known as father of green revolution in india,Mankombu Sambasivan Swaminathan,"The title ""Father of the Green Revolution in India"" is attributed to Dr. M.S. Swaminathan.",True,gpt4
1753,who sing say you won't let go,James Arthur,"""Say You Won't Let Go"" is sung by James Arthur.",True,gpt4
1754,who monitor the recovery of the location during a disaster,management team,"During a disaster, various agencies and organizations may monitor recovery depending on the location and nature of the disaster. For example, in the U.S., the Federal Emergency Management Agency (FEMA) often plays a role.",True,gpt4
1755,where does the synthesis of new dna from existing dna occurs,origins of replication,"Synthesis of new DNA from existing DNA occurs during DNA replication, which takes place in the nucleus of a cell.",True,gpt4
1756,who sings gimme shelter with mick jagger,Merry Clayton,"Merry Clayton sings backup vocals, including the iconic wails, on ""Gimme Shelter"" with Mick Jagger.",True,gpt4
1757,who does tony end up with on skins,Michelle,"Tony doesn't have a definitive end with anyone on ""Skins"". The series leaves his relationships somewhat open-ended.",False,gpt4
1758,who sings sugar sugar you are my candy girl,the Archies,"""Sugar, Sugar"" is a song by The Archies. The chorus goes, ""Sugar, ah honey honey / You are my candy girl..."".",True,gpt4
1759,who does tyler end up with in you get me,Ali,"In the movie ""You Get Me"", Tyler (played by Taylor John Smith) ultimately ends up with his girlfriend Ali.",True,gpt4
1760,who won the gold for the men's figure skating,Yuzuru Hanyu,"Winners of the gold medal for men's figure skating at the Olympics change with every Winter Olympics. As of my last update in 2021, Yuzuru Hanyu from Japan won the gold in 2018. The 2022 winner might be different.",True,gpt4
1761,when did the song holiday road come out,1983,"The song ""Holiday Road"" by Lindsey Buckingham was released in 1983.",True,gpt4
1763,when did scotland beat england in six nations,2 April 2000,"Scotland's victories over England in the Six Nations have occurred multiple times. For a specific year, you'd need to reference the most recent or another specific match.",False,gpt4
1764,when did the rational dress society begin to work,1881,The Rational Dress Society began its work in the late 1880s.,True,gpt4
1765,why is the indian ocean the warmest in the world,human induced greenhouse warming,"The Indian Ocean is the warmest in the world because it's largely landlocked to the north, meaning it doesn't get the same cold polar currents that the Atlantic and Pacific Oceans receive. Also, its warm waters are continually being replenished by equatorial currents.",False,gpt4
1766,where was the film manchester by the sea filmed,Lynn,"""Manchester by the Sea"" was primarily filmed in its namesake location: Manchester-by-the-Sea, Massachusetts, as well as other nearby towns.",True,gpt4
1767,consist of the sum of the fixed and variable costs for any given level of production,total cost (TC),Total cost consists of the sum of the fixed and variable costs for any given level of production.,True,gpt4
1768,where was thomas and the magic railroad filmed,the Isle of Man,"""Thomas and the Magic Railroad"" was filmed in multiple locations, including Isle of Man and Ontario, Canada.",True,gpt4
1769,who has access to the presidential daily briefing,National Security Advisor,The President of the United States and high-level executive branch officials typically have access to the Presidential Daily Briefing. This can include the Vice President and select members of the national security team.,True,gpt4
1770,what tool is available from microsoft as an alternative to the usmt for smaller migrations,Windows Easy Transfer,"The Windows Easy Transfer tool was available from Microsoft as an alternative to the USMT (User State Migration Tool) for smaller migrations. However, Windows Easy Transfer is not available in Windows 10.",True,gpt4
1771,who appoints the chief election commissioner of india,President of India,The President of India appoints the Chief Election Commissioner of India.,True,gpt4
1772,glycogen and amylopectin are long chains of which simple sugar(s),glucose,Glycogen and amylopectin are long chains of the simple sugar glucose.,True,gpt4
