,question,golden_answer,answer,judge,model
1557,who invented the printing press and what year,circa 1439,The printing press was invented by Johannes Gutenberg in 1440.,False,chatgpt
1559,how many episodes in adventure time season 1,26,There are 26 episodes in Adventure Time season 1.,True,chatgpt
1560,where did the christmas tree at rockefeller center come from,"State College, PA","The Christmas tree at Rockefeller Center is typically sourced from various locations in the United States, with the majority coming from New York, New Jersey, Connecticut, Pennsylvania, and Vermont. The tree is usually donated by individuals or families who submit their trees for consideration. The selection process is rigorous, and the chosen tree must meet specific criteria, including height, fullness, and overall appearance. Once selected, the tree is cut down and transported to Rockefeller Center, where it is decorated and displayed for the holiday season",False,chatgpt
1561,which country has the most coastline in the world,Canada,"Canada has the most coastline in the world, with a total length of 202,080 kilometers.",True,chatgpt
1563,where does saying bob's your uncle come from,unknown origin,"The origin of the phrase ""Bob's your uncle"" is uncertain, but there are a few theories. One theory is that it originated in the late 19th century when British Prime Minister Robert Gascoyne-Cecil appointed his nephew, Arthur Balfour, as Chief Secretary for Ireland. Another theory is that it comes from a music hall song called ""Bob's Your Uncle"" that was popular in the early 20th century. Regardless of its origin, the phrase is commonly used in",True,chatgpt
1564,who played sarah hedley in when the boat comes in,Rosalind Bailey,Susan Jameson played Sarah Hedley in When the Boat Comes In.,False,chatgpt
1565,who is jack's mother in when calls the heart,Charlotte Thornton,"As an AI language model, I don't have access to the latest episodes of the show. However, in the earlier seasons of ""When Calls the Heart,"" Jack's mother was named Charlotte Thornton.",True,chatgpt
1566,where did the potter's wheel first develop,in the Near East,"The potter's wheel is believed to have first developed in ancient Mesopotamia (present-day Iraq) around 4000 BCE. It then spread to other parts of the world, including Egypt, Greece, and China.",True,chatgpt
1568,where is the boy who played charlie in willy wonka,Peter Gardner[4] Ostrum,"The boy who played Charlie in the 1971 film ""Willy Wonka & the Chocolate Factory"" is named Peter Ostrum. He retired from acting after the film and became a veterinarian. He currently lives in New York with his family and continues to work as a veterinarian.",True,chatgpt
1569,the resting stage of the cell cycle is,Gap 0,"called the G0 phase. During this phase, the cell is not actively dividing and is instead in a state of quiescence or dormancy. Some cells, such as nerve cells, remain in the G0 phase permanently, while others can re-enter the cell cycle and begin dividing again under certain conditions.",True,chatgpt
1570,who plays in the new mary poppins movie,Meryl Streep,"The new Mary Poppins movie, titled ""Mary Poppins Returns,"" stars Emily Blunt as Mary Poppins, Lin-Manuel Miranda as Jack, Ben Whishaw as Michael Banks, Emily Mortimer as Jane Banks, Colin Firth as William Weatherall Wilkins, Meryl Streep as Topsy Turvy-Poppins, and Julie Walters as Ellen.",True,chatgpt
1571,branch of science that deals with the structure of human body parts,Anatomy,The branch of science that deals with the structure of human body parts is called anatomy.,True,chatgpt
1573,disagreements involving slavery and states' rights were two of the main causes of,the American Civil War,"the American Civil War. The issue of slavery had been a contentious issue since the founding of the United States, with many Northern states opposing it and many Southern states supporting it. As the country expanded westward, the question of whether new states would allow slavery or not became a major point of contention.",True,chatgpt
1574,who wrote the song after you've gone,Turner Layton,"The song ""After You've Gone"" was written by Turner Layton and Henry Creamer in 1918.",True,chatgpt
1576,is parallax more pronounced with nearby stars or with distant stars,nearby objects,"Parallax is more pronounced with nearby stars. The closer the star is to Earth, the larger the parallax angle will be, making it easier to measure the star's distance. Distant stars have smaller parallax angles, making it more difficult to accurately measure their distance using parallax.",True,chatgpt
1577,which two regions grow most of china’s rice,provinces along the Yangtze River,The two regions that grow most of China's rice are the Yangtze River Delta and the Pearl River Delta.,True,chatgpt
1578,the fertile crescent is located between what two bodies of water,Tigris and Euphrates rivers,The fertile crescent is located between the Mediterranean Sea and the Persian Gulf.,True,chatgpt
1579,who was the first british team to win the european cup,Celtic,The first British team to win the European Cup was Celtic FC from Scotland in 1967.,False,chatgpt
1580,how many seasons of the rugrats are there,9 seasons,There are 9 seasons of Rugrats.,True,chatgpt
1582,when did the twenty one pilots hiatus start,November 2016,"The twenty one pilots hiatus started on July 7, 2017, after the conclusion of their Emotional Roadshow World Tour.",True,chatgpt
1583,when did ibuprofen become available over the counter,1983,Ibuprofen became available over the counter in the United States in 1984.,True,chatgpt
1584,what is the full form of ib board,International Baccalaureate,The full form of IB board is International Baccalaureate board.,True,chatgpt
1585,when did lynyrd skynyrd's plane crash happen,"October 20, 1977","Lynyrd Skynyrd's plane crash happened on October 20, 1977.",True,chatgpt
1586,when did cristiano ronaldo go to manchester united,2003,Cristiano Ronaldo joined Manchester United in 2003.,True,chatgpt
1587,when did the nfl adopt a salary cap,the 1994 season,The NFL adopted a salary cap in 1994.,True,chatgpt
1588,who unveiled the new coat of arms on 27 april 2000,South Africa,"Nelson Mandela, the former President of South Africa, unveiled the new coat of arms on 27 April 2000.",True,chatgpt
1589,how many winnie the pooh books are there,four,"There are four original Winnie-the-Pooh books written by A.A. Milne: 

1. Winnie-the-Pooh (1926)
2. The House at Pooh Corner (1928)
3. When We Were Very Young (1924)
4. Now We Are Six (1927) 

There are also numerous adaptations and spin-off books based on the original characters.",True,chatgpt
1590,who gets to race in the daytona clash,Daytona Pole Award winners,"The Daytona Clash is an exhibition race held annually at Daytona International Speedway in February, prior to the Daytona 500. The race is open to drivers who have won a pole position in the previous NASCAR Cup Series season, former Daytona 500 winners, former Daytona Clash winners, and former NASCAR Cup Series champions who competed full-time in the previous season. Additionally, any driver who qualified for the previous year's NASCAR Cup Series playoffs is also eligible to compete in the Daytona Clash.",True,chatgpt
1591,what kind of food did the woolly mammoth eat,grass and sedges,"The woolly mammoth was a herbivore and primarily ate grasses, sedges, and other plant material. They also ate shrubs, mosses, and lichens.",True,chatgpt
1592,what was the outcome of the battle of san juan hill,Cuban-American victory,"The outcome of the Battle of San Juan Hill was a victory for the United States. The battle was fought on July 1, 1898, during the Spanish-American War. American forces, led by General William Shafter, attacked Spanish positions on San Juan Hill and nearby Kettle Hill. Despite heavy resistance, the Americans were able to capture both hills and force the Spanish to retreat. The victory at San Juan Hill was a significant moment in the war and helped to secure American control of Cuba.",True,chatgpt
1593,when does kubo and the two strings release,"August 19, 2016","Kubo and the Two Strings was released on August 19, 2016.",True,chatgpt
1594,what is the hot coffee mod in san andreas,a normally inaccessible mini-game,The Hot Coffee mod is a controversial modification for the video game Grand Theft Auto: San Andreas. It unlocks a hidden mini-game in which the player can engage in sexual activities with one of the game's female characters. The mod was not intended to be included in the game and was discovered by players who accessed the game's code. The mod caused controversy and led to the game being re-rated as Adults Only by the Entertainment Software Rating Board.,True,chatgpt
1595,when does the dlc for rainbow six siege come out,January 2018,"As an AI language model, I do not have access to real-time information or updates. However, the release dates for DLCs in Rainbow Six Siege are usually announced by Ubisoft a few weeks before their release. It is recommended to keep an eye on the official Ubisoft website or social media pages for any updates on upcoming DLC releases.",False,chatgpt
1597,who plays bongos on sympathy for the devil,Rocky Dzidzornu,"The bongos on ""Sympathy for the Devil"" were played by Rocky Dijon.",True,chatgpt
1598,state the process that divides one nucleus into two genetically identical nuclei,mitosis,The process that divides one nucleus into two genetically identical nuclei is called mitosis.,True,chatgpt
1599,who is the originator of the plan-do-check-act model of performance improvement,W. Edwards Deming,"The originator of the Plan-Do-Check-Act (PDCA) model of performance improvement is Dr. W. Edwards Deming, an American statistician, engineer, and management consultant. He developed the PDCA model as part of his Total Quality Management (TQM) philosophy, which emphasizes continuous improvement and customer satisfaction. The PDCA model is also known as the Deming cycle or the Shewhart cycle, named after Deming's mentor, Walter A. Shewhart.",True,chatgpt
1600,where does stevia in the raw come from,South America,"Stevia in the Raw is a brand of sweetener that is made from the leaves of the stevia plant, which is native to South America. The leaves are dried and then processed to extract the sweet compounds, which are then purified and blended with other ingredients to create the final product.",True,chatgpt
1601,who does the voice of little chef in ratatouille,Ian Holm,The voice of Little Chef in Ratatouille is provided by actor and comedian Patton Oswalt.,False,chatgpt
1602,who said have you no sense of decency,Joseph Nye Welch,"Joseph N. Welch, a lawyer representing the United States Army, said ""Have you no sense of decency, sir?"" to Senator Joseph McCarthy during the Army-McCarthy hearings in 1954.",True,chatgpt
1603,who sings the skye boat song on outlander,Bear McCreary,The Skye Boat Song is performed by Raya Yarbrough in the opening credits of Outlander.,True,chatgpt
1605,who does claire from mcleods daughters end up with,Alex Ryan,Claire McLeod ends up with Alex Ryan in the series finale of McLeod's Daughters.,True,chatgpt
1606,which is produced in plants of narora kakrapar tarapur,Atomic Power,"As an AI language model, I do not have access to current information on the specific plants you mentioned. However, nuclear power plants located in Narora, Kakrapar, and Tarapur are known to produce electricity using nuclear energy. The process involves the use of nuclear reactors to generate heat, which is then used to produce steam that drives turbines to generate electricity. The byproduct of this process is nuclear waste, which needs to be safely stored and disposed of.",True,chatgpt
1607,when did fender start making amps in mexico,1996,Fender started making amps in Mexico in 1990.,False,chatgpt
1609,the boiling point of water is 100 degrees celsius express this in si units,100 °C,The boiling point of water is 373.15 Kelvin in SI units.,True,chatgpt
1610,known as the punk poet who used poetry in their music,John Cooper Clarke,"The punk poet who used poetry in their music is Patti Smith. She is known for her unique blend of punk rock and poetry, and her influential role in the punk movement of the 1970s. Smith's lyrics often explore themes of social and political issues, as well as personal experiences and emotions. Some of her most famous songs include ""Gloria,"" ""Because the Night,"" and ""People Have the Power.""",True,chatgpt
1611,who sang it must have been love but its over now,Roxette,"Roxette sang ""It Must Have Been Love.""",True,chatgpt
1612,where is the tibia and fibula bone located,leg,"The tibia and fibula bones are located in the lower leg. The tibia is the larger of the two bones and is located on the medial (inner) side of the leg, while the fibula is located on the lateral (outer) side of the leg.",True,chatgpt
1613,who sings he thinks he'll keep her,Mary Chapin Carpenter,"Mary Chapin Carpenter sings ""He Thinks He'll Keep Her.""",True,chatgpt
1615,when did the eagles play in the superbowl,"February 6, 2005","The Eagles have played in three Super Bowls: Super Bowl XV in 1981, Super Bowl XXXIX in 2005, and Super Bowl LII in 2018.",True,chatgpt
1616,who starred in the film walk the line,Ginnifer Goodwin,Joaquin Phoenix and Reese Witherspoon starred in the film Walk the Line.,True,chatgpt
1617,who plays mr wilson in dennis the menace,Joseph Sherrard Kearns,Walter Matthau played Mr. Wilson in the 1993 film adaptation of Dennis the Menace.,False,chatgpt
1618,bosnia and herzegovina croatia macedonia and slovenia all used to be parts of,Yugoslavia,Yugoslavia.,True,chatgpt
1619,doric ionic and corinthian orders all refer to types of,architecture,classical columns used in ancient Greek and Roman architecture.,True,chatgpt
1621,who made the first to record with the electric guitar,George Warren Barnes,"The first person to record with an electric guitar is widely considered to be jazz musician and inventor Les Paul. In 1935, he created a prototype of the solid-body electric guitar and used it to record with his wife Mary Ford in the 1940s and 1950s.",True,chatgpt
1622,what is the money called in south korea,won,The currency of South Korea is called the South Korean won (KRW).,True,chatgpt
1623,who won three stanley cups in a row,Toronto Maple Leafs,The New York Islanders won three Stanley Cups in a row from 1980-1983.,True,chatgpt
1624,who played young monica in love and basketball,Kyla Pratt,Kyla Pratt played young Monica in Love and Basketball.,True,chatgpt
1625,who sings the wizards of waverly place theme song,Selena Gomez,The Wizards of Waverly Place theme song is sung by Selena Gomez.,True,chatgpt
1627,when is episode 12 of miraculous ladybug season 2 coming out,30 March 2018,"As an AI language model, I do not have access to real-time information or updates. However, the last episode of Miraculous Ladybug Season 2 was released on December 14, 2018. The release date for the next episode or season has not been officially announced yet.",False,chatgpt
1629,whose new political ideas of natural rights influenced the declaration of independence,Francis Hutcheson,John Locke's new political ideas of natural rights influenced the Declaration of Independence.,False,chatgpt
1630,when was the movie the king and i made,1956,"The movie ""The King and I"" was made in 1956.",True,chatgpt
1631,one piece episode 534 english dubbed release date,"February 5, 2012","As an AI language model, I do not have access to real-time information. However, as of August 2021, there is no official release date for One Piece episode 534 English dubbed. It is recommended to keep an eye on official sources such as Funimation or Crunchyroll for updates on the release date.",False,chatgpt
1632,the world's tallest jain statue is located in which state of india,Maharashtra,"The world's tallest Jain statue is located in the state of Maharashtra, India. It is the statue of Lord Bahubali and is located in the town of Shravanabelagola in the Hassan district of Karnataka. The statue stands at a height of 58 feet and is considered to be one of the most important pilgrimage sites for Jains.",True,chatgpt
1633,when do dwight and angela start dating again,"In ""A.A.R.M.""","As an AI language model, I do not have access to real-time information or updates. However, Dwight and Angela start dating again in the ninth season of the TV show ""The Office.""",False,chatgpt
1634,when did fortnite save the world first come out,"July 25, 2017","Fortnite Save the World was first released on July 25, 2017.",True,chatgpt
1635,who won battle of the sexes tennis game,Billie Jean King,"The Battle of the Sexes tennis game was played between Billie Jean King and Bobby Riggs on September 20, 1973. Billie Jean King won the match in straight sets, 6-4, 6-3, 6-3.",True,chatgpt
1636,the most important battles in the revolutionary war,Philadelphia campaign,"1. Battle of Bunker Hill (June 17, 1775)
2. Battle of Saratoga (September 19 and October 7, 1777)
3. Battle of Trenton (December 26, 1776)
4. Battle of Yorktown (September 28-October 19, 1781)
5. Battle of Lexington and Concord (April 19, 1775)
6. Battle of Long Island (August 27, 1776",True,chatgpt
1637,what is the first line of an http request to the server,A request line,"The first line of an HTTP request to the server is the request line, which includes the HTTP method, the requested URL, and the HTTP version. For example:

GET /index.html HTTP/1.1",True,chatgpt
1638,who plays harley quinn in the lego batman movie,Jenny Slate,The voice of Harley Quinn in The Lego Batman Movie is provided by actress Jenny Slate.,True,chatgpt
1639,who is the actress who plays baker on blue bloods,Abigail Hawk,Abigail Hawk plays the character of Detective Baker on Blue Bloods.,True,chatgpt
1640,where is the villa in call me by your name,Moscazzano,"The villa in Call Me By Your Name is located in the countryside of Lombardy, Italy. Specifically, it is in the town of Moscazzano, near the city of Crema.",True,chatgpt
1641,what are the five compulsory prayers in islam,Asr,"The five compulsory prayers in Islam are:

1. Fajr: The pre-dawn prayer, performed before sunrise.
2. Dhuhr: The midday prayer, performed after the sun has passed its zenith.
3. Asr: The afternoon prayer, performed in the late afternoon.
4. Maghrib: The evening prayer, performed just after sunset.
5. Isha: The night prayer, performed after the twilight has disappeared.",True,chatgpt
1642,when does agents of shield season five start,"December 1, 2017","Agents of Shield season five premiered on December 1, 2017.",True,chatgpt
1643,who is the premier of northern cape 2018,Sylvia Lucas,"As an AI language model, I don't have access to real-time information. However, as of 2021, Dr. Zamani Saul is the Premier of the Northern Cape province in South Africa.",False,chatgpt
1644,what are the monomer building blocks of dna and rna,Nucleotides,"The monomer building blocks of DNA are nucleotides, which consist of a sugar molecule (deoxyribose), a phosphate group, and a nitrogenous base (adenine, guanine, cytosine, or thymine).",True,chatgpt
1645,university of michigan school of public health ranking,#4,"According to the 2022 U.S. News & World Report rankings, the University of Michigan School of Public Health is ranked #4 in the nation for public health graduate programs.",True,chatgpt
1646,who sings you are a magnet and i am steel,Walter Egan,"The song ""You Are a Magnet and I Am Steel"" is performed by the band The Promise Ring.",False,chatgpt
1647,which was the first village of karnataka which declared independence,Hyderabad,There is no historical record of any village in Karnataka declaring independence. Karnataka has always been a part of various kingdoms and empires throughout history.,False,chatgpt
1648,who wrote i can feel at home in this world anymore,Macon Blair,"The song ""I Can't Feel at Home in This World Anymore"" is a traditional gospel hymn that has been covered by many artists over the years. The original author is unknown.",False,chatgpt
1649,where are antibodies made and by what type of lymphocyte,B cells,Antibodies are made by B lymphocytes (also known as B cells) in the bone marrow.,True,chatgpt
1650,explorer who led an early voyage to the coast of newfoundland,Jacques Cartier,"The explorer who led an early voyage to the coast of Newfoundland was Giovanni Caboto, also known as John Cabot. He was an Italian navigator and explorer who sailed under the English flag in 1497. Cabot's voyage to Newfoundland was the first recorded European exploration of North America since the Norse expeditions to Vinland in the 11th century. Cabot's discovery of Newfoundland paved the way for further exploration and colonization of North America by European powers.",False,chatgpt
1651,where does the journey start in the canterbury tales,London,"The journey in The Canterbury Tales starts at the Tabard Inn in Southwark, London.",True,chatgpt
1652,when did the flash first appear on arrow,second season,"The Flash first appeared on Arrow in the episode ""The Scientist"" which aired on December 4, 2013.",False,chatgpt
1653,where is the world's largest thermometer located,"Baker, California, USA","The world's largest thermometer is located in Baker, California, USA. It stands at a height of 134 feet (40.8 meters) and was built in 1991.",True,chatgpt
1654,where did the french immigrants settle in texas,1685,"French immigrants settled in various parts of Texas, including Galveston, Houston, San Antonio, and Nacogdoches. Some also settled in rural areas, such as the French colony of Castroville, established in 1844. Additionally, French influence can be seen in the architecture and culture of New Orleans, which was once part of French Louisiana and is located just across the border from Texas.",True,chatgpt
1655,the complete collection of dna and genes is called,genome,the genome.,True,chatgpt
1657,how many seasons of the smurfs are there,9,There are a total of 9 seasons of The Smurfs.,True,chatgpt
1658,when does sloan come into grey's anatomy,season two,"Sloan, also known as Mark Sloan or ""McSteamy,"" first appears in the second season of Grey's Anatomy, in the episode ""Yesterday.""",True,chatgpt
1659,who does the voice of nelson on simpsons,nullcy Jean Cartwright,The voice of Nelson Muntz on The Simpsons is provided by actor nullcy Cartwright.,True,chatgpt
1662,the duluth model is an intervention program that emphasizes,re-education,"the importance of holding perpetrators of domestic violence accountable for their actions and providing support and resources for victims. It is a community-based approach that involves collaboration between law enforcement, social services, and advocacy organizations to address the root causes of domestic violence and prevent future incidents. The Duluth Model also focuses on changing societal attitudes and beliefs about domestic violence and promoting gender equality.",False,chatgpt
1663,who has said that caste is a closed class,Frederik Barth,"Many scholars and social activists have argued that caste is a closed class, meaning that it is difficult or impossible for individuals to move up or down the social hierarchy based on their own merit or effort. Some notable figures who have made this argument include B.R. Ambedkar, the architect of India's constitution and a prominent Dalit leader; M.N. Srinivas, a sociologist who studied caste in South India; and Arundhati Roy, a writer and activist who has written extensively",False,chatgpt
1664,where did the battle of issus take place,southern Anatolia,"The Battle of Issus took place in Issus, a town located in present-day Turkey, in 333 BC.",False,chatgpt
1665,what land mass was north america a part of about 300 million years ago,Pangaea,North America was a part of the supercontinent called Pangaea about 300 million years ago.,True,chatgpt
1666,when does the new adventure time come out,"April 21, 2017","As an AI language model, I do not have access to real-time information or updates. However, Adventure Time has already ended its run on Cartoon Network in 2018. There are no official announcements yet regarding a new season or continuation of the series.",False,chatgpt
1667,who discovered cells divide to make new cells,Hugo von Mohl,"The process of cell division was first observed by Antonie van Leeuwenhoek in the late 1600s, but the understanding that cells divide to make new cells was not fully realized until the 19th century. Theodor Schwann and Matthias Jakob Schleiden proposed the cell theory in 1839, which stated that all living organisms are composed of one or more cells, and that cells arise from pre-existing cells through cell division.",True,chatgpt
1668,how old is baby in dirty dancing movie,17-year-old,"Baby, the main character in the Dirty Dancing movie, is 17 years old.",True,chatgpt
1669,when will miraculous ladybug season 2 episode 12 come out,30 March 2018,"As an AI language model, I do not have access to real-time information or updates. However, according to the official release schedule, Miraculous Ladybug season 2 episode 12 has already been released. It aired on October 26, 2018.",False,chatgpt
1670,during the great depression in the 1930s the u.s. economy experienced a,economic recession,"severe contraction, with high levels of unemployment, poverty, and economic hardship. The stock market crash of 1929 marked the beginning of the depression, and it lasted until the late 1930s. The depression was caused by a combination of factors, including overproduction, a decline in consumer spending, and a lack of government intervention. The New Deal policies of President Franklin D. Roosevelt helped to alleviate some of the worst effects of the depression, but it was not until the onset of World",True,chatgpt
1671,who wrote the song oh lord won't you buy me a mercedes benz,Janis Joplin,"The song ""Mercedes Benz"" was written by Janis Joplin, Michael McClure, and Bob Neuwirth.",True,chatgpt
1672,when did the wave hill walk off end,16 August 1975,"The Wave Hill Walk-Off ended on August 16, 1975, when the Gurindji people were granted title to a portion of their traditional lands.",True,chatgpt
1673,when was the first epistle of john written,AD 95–110,The first epistle of John was likely written between 85-95 AD.,False,chatgpt
1674,who was the inventor who developed a way to record sound,Thomas Edison,"The inventor who developed a way to record sound is Thomas Edison. He invented the phonograph in 1877, which was the first device capable of recording and playing back sound.",True,chatgpt
1675,what is the function of the pericardial sac,Lubricates the heart,"The pericardial sac is a double-layered membrane that surrounds and protects the heart. Its main function is to prevent the heart from over-expanding when it fills with blood, and to provide lubrication to reduce friction between the heart and surrounding structures during heartbeats. The pericardial sac also helps to maintain the position of the heart within the chest cavity and provides a barrier against infection and inflammation.",True,chatgpt
1676,who helped them recapture mycenae once they were old enough to fight,Aegisthus,"Agamemnon, the son of Atreus, and his brother Menelaus helped recapture Mycenae once they were old enough to fight.",False,chatgpt
1677,who said i'll gladly pay you tuesday,Wimpy,"Wimpy, a character from the comic strip ""Popeye,"" is known for saying ""I'll gladly pay you Tuesday for a hamburger today.""",True,chatgpt
1678,when was 13 reasons why released on netflix,"March 31, 2017","13 Reasons Why was released on Netflix on March 31, 2017.",True,chatgpt
1679,what's the biggest country in western europe,Russia*,"The biggest country in Western Europe is France, with a total area of 643,801 square kilometers.",True,chatgpt
1681,the rule of the three rightly guided caliphs was called,Rashidun,the Rashidun Caliphate.,True,chatgpt
1682,how long is a whale shark in meters,12.65 m,A whale shark can grow up to 12.65 meters (41.5 feet) in length.,True,chatgpt
1683,yeh hai mohabbatein serial star cast real name,Divyanka Tripathi and Karan Patel,1. Divyanka Tripathi Dahiya as Dr. Ishita Bhalla,True,chatgpt
1684,who was the girl in the video brenda got a baby,"Ethel ""Edy"" Proctor","The girl in the video ""Brenda's Got a Baby"" is an actress named Keisha Castle-Hughes.",False,chatgpt
1685,itai-itai disease was a form of poisoning associated with ingestion of,cadmium,"cadmium-contaminated water and rice in Japan. The disease was first identified in the 1950s and primarily affected women in the Toyama Prefecture who were exposed to cadmium through industrial pollution. Symptoms of itai-itai disease included severe pain in the bones and joints, as well as kidney damage and osteomalacia (softening of the bones). The disease was named after the Japanese phrase ""itai itai,"" which means ""it hurts, it hurts."" The government of",True,chatgpt
1686,who did the minnesota vikings lose to in the super bowl,Pittsburgh Steelers,"The Minnesota Vikings have lost in four Super Bowls: Super Bowl IV to the Kansas City Chiefs, Super Bowl VIII to the Miami Dolphins, Super Bowl IX to the Pittsburgh Steelers, and Super Bowl XI to the Oakland Raiders.",True,chatgpt
1687,who are considered to be the founding fathers,George Washington,"The founding fathers are a group of prominent figures who played a significant role in the establishment of the United States of America. Some of the most well-known founding fathers include:

1. George Washington
2. Thomas Jefferson
3. John Adams
4. Benjamin Franklin
5. James Madison
6. Alexander Hamilton
7. John Jay
8. Samuel Adams
9. Patrick Henry
10. Roger Sherman

These individuals were instrumental in drafting and signing the Declaration of Independence, the Constitution,",True,chatgpt
1688,who sings in walk hard the dewey cox story,John C. Reilly,John C. Reilly sings in Walk Hard: The Dewey Cox Story.,True,chatgpt
1689,where was when we first met netflix filmed,New Orleans,"As an AI language model, I do not have access to the exact filming location of the movie ""When We First Met"" by Netflix. However, the movie was produced by Footprint Features and MXN Entertainment and was released on Netflix on February 9, 2018.",False,chatgpt
1690,who is the writer of a walk to remember,American writer Nicholas Sparks,"The writer of ""A Walk to Remember"" is Nicholas Sparks.",True,chatgpt
1691,when did they start assigning social security numbers at birth,1990,"Social Security numbers were first issued in 1936, but they were not assigned at birth until 1986. Prior to that, individuals were assigned a Social Security number when they applied for a job or government benefits.",False,chatgpt
1693,what does v sign in front of mouth mean,signify cunnilingus,The V sign made with the index and middle fingers in front of the mouth is a gesture commonly used to indicate peace or victory. It is also sometimes used as a symbol of resistance or protest.,False,chatgpt
1694,who supported states rights during the civil war,the Confederacy,"During the Civil War, the Confederacy and its supporters were the main advocates for states' rights. They believed that individual states should have the power to make their own decisions and that the federal government should have limited authority. Many Southern Democrats also supported states' rights, while Republicans generally favored a stronger federal government.",True,chatgpt
1696,what album is help by the beatles on,Help!,"""Help!"" by The Beatles is on the album of the same name, which was released in 1965.",True,chatgpt
1697,in the song i drive your truck who is he talking about,his brother,"The narrator in the song ""I Drive Your Truck"" is talking about his brother who died while serving in the military.",True,chatgpt
1698,what is small business tax rate in canada,10.5%,"The small business tax rate in Canada is currently 9% for federal taxes, and the provincial or territorial tax rates vary depending on the province or territory. The combined federal and provincial/territorial small business tax rates range from 11% to 31%.",False,chatgpt
1699,who plays the bad guy in the good place,Ted Danson,"The main antagonist in The Good Place is Michael, who is played by actor Ted Danson.",True,chatgpt
1700,what are the main sources of economic growth in the us currently,pharmaceuticals,"As an AI language model, I do not have access to current economic data. However, historically, the main sources of economic growth in the US have been:

1. Technological innovation and advancements
2. Investment in physical and human capital
3. International trade and globalization
4. Government policies and regulations
5. Natural resource exploitation and development
6. Demographic changes and population growth
7. Entrepreneurship and small business development
8. Infrastructure development and maintenullce
9. Finullcial market",False,chatgpt
1701,who played ethel on the doris day show,Carol Worthington,"The character of Ethel was played by actress Rose Marie on ""The Doris Day Show.""",False,chatgpt
1702,who played g baby in the movie hardball,DeWayne Warren,DeWayne Warren played G-Baby in the movie Hardball.,True,chatgpt
1703,who played john coffey in the movie the green mile,Michael Clarke Duncan,Michael Clarke Duncan played John Coffey in the movie The Green Mile.,True,chatgpt
1704,who wrote catch 22 (both names),Joseph Heller.,Joseph Heller.,True,chatgpt
1705,where was the world chess tournament 2017 held,"Tbilisi, Georgia","The World Chess Tournament 2017 was held in Tbilisi, Georgia.",True,chatgpt
1706,who votes to elect a rajya sabha memmber,state legislatures,The Rajya Sabha members are elected by the elected members of the State Legislative Assemblies in accordance with the system of proportional representation by means of the single transferable vote.,True,chatgpt
1707,when does season 8 of hawaii five o premiere,"September 29, 2017","As an AI language model, I do not have access to real-time information or current events. However, according to sources, season 8 of Hawaii Five-0 premiered on September 29, 2017.",True,chatgpt
1708,paul walkers cars in fast and furious list,1995 Toyota Supra,"1. 1995 Mitsubishi Eclipse
2. 1999 Nissan Skyline GT-R R34
3. 2001 Honda S2000
4. 2002 Mitsubishi Lancer Evolution VII
5. 2003 Nissan 350Z
6. 2004 Subaru Impreza WRX STi
7. 2006 Nissan 350Z
8. 2009 Nissan GT-R R35
9. 2010 Porsche GT3 RS
10.",False,chatgpt
1709,who won the oscar for best actor in 1975,Art Carney,"Jack Nicholson won the Oscar for Best Actor in 1975 for his role in ""One Flew Over the Cuckoo's Nest"".",False,chatgpt
1710,when did the first episode of that 70s show air,"August 23, 1998","The first episode of That '70s Show aired on August 23, 1998.",True,chatgpt
1711,when did the book thief movie come out,"November 27, 2013","The Book Thief movie was released on November 8, 2013.",False,chatgpt
1712,when did the eagles win the super bowl,2017,"The Philadelphia Eagles won the Super Bowl on February 4, 2018.",False,chatgpt
1714,who sang from russia with love james bond,Matt Monro,"The song ""From Russia with Love"" was performed by Matt Monro for the James Bond film of the same name.",True,chatgpt
1715,where is urinary bladder located in human body,on the pelvic floor,"The urinary bladder is located in the lower abdomen, behind the pubic bone and in front of the rectum in males, and in front of the vagina and uterus in females.",True,chatgpt
1716,architectural elements forming rib vaults eg wells cathedral,an armature of piped masonry,"Rib vaults are a type of vaulted ceiling that are formed by intersecting arches, or ribs, which create a series of compartments or bays. These bays are then filled with masonry or other materials to create a solid ceiling. Rib vaults were a popular architectural feature in Gothic architecture, and can be found in many cathedrals and other religious buildings from this period.

One example of a building with rib vaults is Wells Cathedral in Somerset, England. The cathedral was",True,chatgpt
1717,who sang gonna sit right down and write myself a letter,Fats Waller,"The song ""Gonna Sit Right Down and Write Myself a Letter"" has been covered by many artists over the years, including Fats Waller, Billy Williams, Nat King Cole, and Dean Martin.",True,chatgpt
1718,how many rooms is there in buckingham palace,775,There are 775 rooms in Buckingham Palace.,True,chatgpt
1719,where did they get the tree for rockefeller center,"State College, PA","The tree for Rockefeller Center is typically donated by a private individual or family. The tree is usually selected from a large pool of candidates by the Rockefeller Center's landscaping crews, who search for a tree that is at least 75 feet tall, dense, and symmetrical. Once a tree is selected, it is cut down and transported to Rockefeller Center, where it is erected and decorated for the holiday season.",False,chatgpt
1720,who expanded the territory of china during the qing dynasty,Qianlong,"The Qing Dynasty expanded the territory of China during their reign. They conquered and incorporated Tibet, Mongolia, Xinjiang, and Taiwan into the Chinese empire. They also expanded their influence in Central Asia and Southeast Asia through diplomacy and military campaigns.",False,chatgpt
1721,what is the second largest country in asia,China,The second largest country in Asia is China.,True,chatgpt
