,question,golden_answer,answer,judge,model
1873,when did the granite mountain hotshots get certified,2008,2008,True,fid
1874,who played the creature on jeepers creepers 3,Jonathan Breck,Jonathan Breck,True,fid
1876,who played zoe hart on hart of dixie,Rachel Sarah Bilson,Rachel Sarah Bilson,True,fid
1877,who was the first english child born in north america,Virginia Dare,Virginia Dare,True,fid
1878,when did the word of wisdom become mandatory,February 1834,1921,False,fid
1879,mount everest is part of what mountain range,Himalayas,Himalayas,True,fid
1880,ray charles hit the road jack album name,Ray Charles Greatest Hits,Hit the Road Jack,False,fid
1881,who is the president of the republic of zambia,Edgar Lungu,Edgar Lungu,True,fid
1882,where was the salvation army's christmas collection kettle first introduced,San Francisco,San Francisco,True,fid
1883,what type of energy do satellites generally use to communicate with earth,radio and microwave frequencies,electromagnetic,True,fid
1884,how many episodes in season 2 of fargo,ten,ten,True,fid
1885,which came first the walking dead comic or show,comic book,comic book series,True,fid
1886,who plays grace in the secret life of the american teenager,Megan Park,Megan Park,True,fid
1887,what is the meaning of auv in cars,action utility vehicles,action utility vehicle,True,fid
1888,who played mr thatcher in when calls the heart,Garwin Sanford,Garwin Sanford,True,fid
1889,who sings the whiskey ain't workin anymore,Travis Tritt,Travis Tritt,True,fid
1890,who died doing the luge in the olympics,Nodar Kumaritashvili,Nodar Kumaritashvili,True,fid
1891,who wrote and performed i can only imagine,Bart Millard,Bart Millard,True,fid
1893,who sings i want to rock and roll,Kiss,AC/DC,False,fid
1895,how many champions league trophies does arsenal have,13,one,False,fid
1896,where does a girl wear an engagement ring,left hand ring finger,left hand ring finger,True,fid
1897,what cities are in san joaquin county california,Stockton,Stockton,True,fid
1898,the first element on the periodic table is,hydrogen,hydrogen,True,fid
1899,who owns the golden nugget casino in atlantic city,"Landry's, Inc.","Landry's, Inc.",True,fid
1900,when was to god be the glory written,around 1872,around 1872,True,fid
1901,billy ocean when the going gets tough movie,The Jewel of the Nile,The Jewel of the Nile,True,fid
1903,where did maria work in west side story,the dress shop,Broadway,False,fid
1904,which is the largest great lake in north america,Lake Superior,Lake Superior,True,fid
1905,during the first world war against which country germany did not fight,Austria-Hungary,Russia,False,fid
1906,when is season 7 race to the edge coming out,"February 16, 2018","February 16, 2018",True,fid
1907,how many countries in the world have scouts,216,29,False,fid
1908,how many seasons of johnny bravo are there,four,four,True,fid
1909,how many times have the golden state warriors been to the playoffs,nine,4,False,fid
1910,who's the guy in call me maybe,Holden Nowell,Holden Nowell,True,fid
1911,who did the united states fight in the war of 1812,United Kingdom,the United Kingdom,True,fid
1913,why was the plague that struck athens so devastating,close quarters and poor hygiene,typhus,False,fid
1914,who was it that described the structure of dna,James Watson,James Watson,True,fid
1915,what does a heart rate of 131 mean,Tachycardia,a healthy adult,False,fid
1919,civil war what did the north fight for,maintaining the republic,the Union,True,fid
1921,who wrote papa got a brand new bag,James Brown,James Brown,True,fid
1922,when was national service abolished in the uk,31 December 1960,31 December 1960,True,fid
1923,who plays genie in ferris bueller's day off,Jennifer Grey,Alan Ruck,False,fid
1924,who was the main character in their eyes were watching god,Janie Crawford,Janie Crawford,True,fid
1925,describe the various uses of forests to human beings,a source of lumber,timber production,True,fid
1926,what does it mean to fuse the spine,joins two or more vertebrae,decompress and stabilize the spine,False,fid
1927,who is the highest selling r&b artist of all time,Michael Jackson,Michael Jackson,True,fid
1929,who plays the girl in wreck it ralph,Sarah Silverman,Sarah Silverman,True,fid
1930,love is not love that alters when it alteration finds meaning,Sonnet 116,love,False,fid
1934,who sang if this world were mine with luther vandross,Cheryl Lynn,Cheryl Lynn,True,fid
1935,what grade was arnold from hey arnold in,fourth,fourth grade,True,fid
1936,who has the most rings in the nba right now 2017,Bill Russell,Bill Russell,True,fid
1937,when was the first wonder woman comic released,January 1942,January 1942,True,fid
1938,who is the writer of 50 shades of grey,Erika Mitchell Leonard,Kelly Marcel,False,fid
1939,when does synapsis of homologous chromosomes occur in mitosis,prophase I of meiosis,prophase I,True,fid
1940,when did the age of new media began,the 1980s,1984,True,fid
1941,who sang it going to take a miracle,The Royalettes,The Royalettes,True,fid
1943,where does the us launch space shuttles from,Florida,Kennedy Space Center,False,fid
1944,where did the peanut butter jelly time song come from,The Buckwheat Boyz,The Buckwheat Boyz,True,fid
1945,who was the drummer with the travelling wilburys,Jim Keltner,Jim Keltner,True,fid
1946,what was the actual year that the movie regarding the titans took place,1971,1971,True,fid
1947,when was the cleveland browns last winning game,2016,2016,True,fid
1948,who is the first indian climber of mount everest,Bachendri Pal,Anshu Jamsenpa,False,fid
1949,how many games does a team have to win for the world series,best-of-seven,seven,False,fid
1950,what does a yellow 35 mph sign mean,advisory speed limits,rural residential districts,False,fid
1951,who is the robot in lost in space 2018,Brian Steele,Brian Steele,True,fid
1952,how long is a prime minister term in uk,At Her Majesty's pleasure,15 years,False,fid
1953,when was the letter j introduced to the alphabet,in Middle High German,the 16th century,True,fid
1954,what is money as a medium of exchange,fiat money,currency,True,fid
1956,how many levels are there on the eiffel tower,three,three,True,fid
1957,when will fairy tail final season be released,2018,2018,True,fid
1958,when did somewhere over the rainbow come out,1939,1939,True,fid
1959,which layer of the osi model handles physical addressing,physical layer or layer 1,physical layer,True,fid
1960,when does season 7 game of thrones dvd release,"December 12, 2017","December 12, 2017",True,fid
1961,when did hootie and the blowfish come out,1986,1986,True,fid
1962,what is the dogs name in wizard of oz,Toto,Toto,True,fid
1963,third president of the united states of america,Thomas Jefferson,Thomas Jefferson,True,fid
1967,who abolished the monarchy and declared france a republic,Convention,the National Convention of France,True,fid
1968,location of the ten commandments in the bible,Exodus,Exodus,True,fid
1969,who is new prime minister of italy 2018,TBD,Giuseppe Conte,False,fid
1970,who did the us share the oregon country with,French Canadian,Britain,True,fid
1971,when did rob dyrdek's fantasy factory end,"March 5, 2015","March 5, 2015",True,fid
1972,roman god of the underworld also called orcus or pluto,Dis Pater,Pluto,False,fid
1973,who won the first celebrity big brother on channel 5,Jack Dee,Ryan Thomas,False,fid
1974,cast of a nightmare on elm street 1984,Amanda Wyss,Amanda Wyss,True,fid
1975,african countries that begin with the letter a,Angola,Angola,True,fid
1976,who is regarded as the founder of psychoanalysis,Sigmund Freud,Sigmund Freud,True,fid
1977,who was the chief guest of 2014 republic day,Prime Minister Shinzo Abe,President Obama,True,fid
1978,name of volcano that erupted in iceland in 2010,Eyjafjallajökull,Eyjafjallajökull,True,fid
1979,where is the second largest mall in america,Florida,"West Nyack, New York",False,fid
1980,legends of tomorrow season 3 finale air date,"April 9, 2018","April 9, 2018",True,fid
1981,where is the meridian that is opposite the prime meridian located,the 180th meridian,180th meridian,True,fid
1982,where is the orinoco river located on a map,in South America,Venezuela,False,fid
1983,what does it mean when your baby comes out feet first,A footling breech,breech,False,fid
1985,dynamin is associated with which type of vesicle,newly formed vesicles,eukaryotic cell,False,fid
1986,what is the multiplication sign on the computer,a rotationally symmetric saltire,,False,fid
1987,kings and queens of england in the 1900s,George V,Victoria,False,fid
1988,when did they stop making the nissan xterra,2015,2015,True,fid
1989,who played the nurse on andy griffith show,Langdon,Langdon,True,fid
1990,where was the tv show in the heat of the night filmed,"Hammond, Louisiana","Hammond, Louisiana",True,fid
1991,who sang the end of the world as we know it,R.E.M.,R.E.M.,True,fid
1993,who headed the 7th central pay commission of india,Justice A.K Mathur,Ashok Kumar Mathur,True,fid
1994,when did john steinbeck write of mice and me,1937,1937,True,fid
1995,what types of cells go through binary fission,domains of Archaea and Bacteria,Prokaryotic cells,True,fid
1996,real name of daya in taarak mehta ka ooltah chashmah,Disha Vakani,Disha Vakani,True,fid
1997,when did vat change from 17.5 to 20,4 January 2011,4 January 2011,True,fid
1999,where does florida natural orange juice come from,"Lake Wales, Florida","Polk County, Florida",False,fid
2000,who is eliminated in big boss kannada 5,Shruti,Lasya,False,fid
2001,where does the sciatic nerve run in the foot,on the posterior aspect,the posterior aspect,True,fid
2002,what state courts can order a new trial,appellate court,appellate court,True,fid
2004,who used morse code in world war 2,naval bases,Radiotelegraphy,False,fid
2005,who was the first person to successfully introduce a device exclusively designed for data processing,Herman Hollerith,Charles Babbage,False,fid
2006,where was the tv show high chaparral filmed,California,"Tucson, Arizona",True,fid
2007,authorities involved in formulating accounting standard in india,ICAI,ICAI,True,fid
2008,who plays colin on young and the restless,Tristan Rogers,Tristan Rogers,True,fid
2009,where is the deepest lake in the us located,Oregon,Oregon,True,fid
2010,when does the 2017 college football season end,"December 9, 2017","December 9, 2017",True,fid
2012,who is the drummer for guns and roses,Frank Ferrer,Frank Ferrer,True,fid
2013,do you need a permit or license to own a gun in florida,No,shall issue state,False,fid
2014,how many games does a football team have to win to be bowl eligible,5,seven,False,fid
2015,what is the name of the protease which is released in the stomach,Pepsin,Pepsin,True,fid
2017,what size engine does a 2005 honda civic have,1169 cc,1.5 L,False,fid
2018,what happened to western rome after it fell,divided into several successor polities,divided into several successor polities,True,fid
2020,where was because i could not stop for death published,1890,1890,True,fid
2021,who came out first batman or spider man,Batman,Batman,True,fid
2022,who does the vocals for feel it still,Portugal. The Man,Portugal. The Man,True,fid
2023,who sang heard it thru the grapevine first,the Miracles,The Miracles,True,fid
2024,south african tree with thorns on the trunk,silk floss tree,Vachellia sieberiana,False,fid
2025,who made the nuclear model of an atom,Ernest Rutherford,Dmitri Ivanenko,False,fid
2027,when was the electronic funds transfer act signed into law,1978,1978,True,fid
2028,when did the first pokemon game come out,October 2000,"February 27, 1996",True,fid
2029,who does the voice of salem the cat,"Nicholas ""Nick"" Bakay",Nicholas Bakay,True,fid
2030,what is an example of an americanized mexican food created by tex-mex cuisine,fajitas,yellow cheese,False,fid
2031,who played joey's agent estelle on friends,June Gable,June Gable,True,fid
2032,when does the shape of water book come out,"March 6, 2018","March 6, 2018",True,fid
2033,who caused to build qutub minar in delhi,Iltutmish,Qutb-ud-din Aibak,False,fid
2035,winner of first series of great british bake off,Edd Kimber,Edd Kimber,True,fid
2036,where does the un security council get troops for military actions,member states,member states,True,fid
2037,who plays the voice of sulley in monsters inc,John Goodman,John Goodman,True,fid
2038,who wrote trust and believe by keyshia cole,Guordan Banks,Guordan Banks,True,fid
2039,who dies at the end of den of thieves,Merrimen,Merrimen,True,fid
2041,who abandoned traditional harmony and created the twelve-tone system for composition,Arnold Schoenberg,Arnold Schoenberg,True,fid
2042,what domain has more individuals than all other domains combined do,the com TLD,.com,True,fid
2043,who plays the judge in drop dead diva,Lex Medlin,Lex Medlin,False,fid
2044,who played the music producer in pitch perfect 2,Keegan-Michael Key,Deke Sharon,False,fid
2045,who plays lois's dad on family guy,MacFarlane,Peter Griffin,False,fid
2046,what is the number of basic units in the international system of units,seven,seven,True,fid
2047,what is the meaning of veronica in english,she who brings victory,true,False,fid
2048,when did krakow become the capital of poland,1038,1038,True,fid
2049,who had won the first grammy award for the best new artist,Chance the Rapper,Bob Newhart,False,fid
2051,where will the cricket world cup 2019 be held,England and Wales,Wales,True,fid
2052,what channel does thursday night football come on regular tv,NBC,NBC,True,fid
2053,where does the saying get out of dodge come from,the drama series Gunsmoke,Gunsmoke,True,fid
2054,when was looking for a sunset bird in winter written,1923,1995,False,fid
2056,when did michael jordan return to the nba,March 1995,March 1995,True,fid
2057,when did slave to the rhythm come out,"May 8, 2014",1985,False,fid
2058,who wins the final fight in real steel,Zeus,Atom,False,fid
2059,who sings the wire season 5 theme song,Steve Earle,Steve Earle,True,fid
2060,where are the washington redskins based out of,the Washington metropolitan area,Washington metropolitan area,True,fid
2061,when did the battle of bull run start,"July 21, 1861","July 21, 1861",True,fid
2062,who is playing halftime show super bowl 2018,Justin Timberlake,Justin Timberlake,True,fid
2063,avatar the last airbender season 3 episode 12,The Western Air Temple,The Search,False,fid
2064,who sings oh what a night late december back in 63,the Four Seasons,the Four Seasons,True,fid
2065,who sings the christmas song mary did you know,Michael English,Michael English,True,fid
2066,who sings the song i feel it still,Portugal. The Man,Portugal. The Man,True,fid
2067,who produced the movie i can only imagine,Pete Shilaimon,Andrew and Jon Erwin,False,fid
2068,what kind of dog is charkie from curious george,cocker spaniel,Cocker Spaniel,True,fid
2070,where does half life 2 episode 2 take place,outside City 17,City 17,True,fid
2071,where is nuclear energy used most in the world,United States,United States,True,fid
2072,when was the first super bowl the eagles ever won,2017,2017,True,fid
2077,what goes on the bottom of shepherd's pie,mashed potato,mashed potato,True,fid
2078,when did the first junie b jones book come out,1992,1992,True,fid
2079,who is the actor that plays dr. sean murphy,Freddie Highmore,Freddie Highmore,True,fid
2080,when does season 13 of america's got talent premiere,"May 29, 2018","May 29, 2018",True,fid
2081,who is the father of lucius in gladiator,Lucius Verus,Maximus,False,fid
2082,who invented the submarine during the civil war,Horace Lawson Hunley,George Garrett,False,fid
2085,who wrote got this feeling in my body,Max Martin,Dennis Linde,False,fid
2086,who was elected senator of illinois in 1858,Stephen A. Douglas,Stephen Douglas,True,fid
2087,where is the university of wisconsin madison located,"Madison, Wisconsin","Madison, Wisconsin",True,fid
2088,in texas how is the commissioner of insurance placed in office,Appointed,elected,False,fid
2089,where is the word leviathan mentioned in the bible,Book of Job,Book of Job,True,fid
2090,what was the date of the signing of the declaration of independence,"August 2, 1776","July 4, 1776",False,fid
2091,who is considered to be the greatest english composer of the baroque period,Henry Purcell,Henry Purcell,True,fid
2092,who plays nathan's mother on general hospital,Donna Mills,Donna Mills,True,fid
2093,where did the tradition of the pinata come from,treats,Europe,False,fid
2095,when did the united states became a nation,1776,1776,True,fid
2096,who plays ivo on once upon a time,Dan Payne,Josh Dallas,False,fid
2097,who got the most rings in the nba,Bill Russell,Bill Russell,True,fid
2099,songs on 4 your eyez only j cole,Immortal,"""Deja Vu""",True,fid
2100,what is the longest river in the united states,Missouri River,Missouri River,True,fid
2101,who said everyone will be famous for 15 minutes,Andy Warhol,Andy Warhol,True,fid
2102,when did the movie karate kid come out,1984,1984,True,fid
2103,when is the met office leaving the bbc,31 March 2018,23 August 2015,False,fid
2104,where does junior want to go to find hope,off the rez,Bulgarian gulag,False,fid
2105,who does eric end up with in that 70s show,Donna,Donna,True,fid
2107,when will notre dame played michigan state again,2026,2026,True,fid
2108,how many episodes are in chicago fire season 4,23,23,True,fid
2109,who sings love will keep us alive by the eagles,Timothy B. Schmit,bassist Timothy B. Schmit,True,fid
2110,how many episodes in 1st season of the crown,10,10,True,fid
2113,who were the three elves who got rings,Galadriel,Galadriel,True,fid
2114,converting stereo signal to mono signal is called,Panning,Monophonic sound reproduction,False,fid
2115,where do characters live in this is us,Los Angeles,Los Angeles,True,fid
2116,who makes the decisions about what to produce in a market economy,capital and finullcial markets,the forces of supply and demand,False,fid
2119,who plays max voice in a goofy movie,Jason Marsden,Jason Marsden,True,fid
2120,who recorded i can't help falling in love with you,Elvis Presley,Elvis Presley,True,fid
2121,who plays the doc in back to the future,Christopher Allen Lloyd,Christopher Allen Lloyd,True,fid
2122,when did they stop cigarette advertising on television,"January 2, 1971",1 January 1971,False,fid
2123,who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,Sakshi Malik,Sakshi Malik,True,fid
2125,what was the name of atom bomb dropped by usa on hiroshima,Little Boy,Little Boy,True,fid
2126,when did the us take over wake island,"July 4, 1898","October 1, 1994",False,fid
2128,who has the oldest team in the nba,Sacramento Kings,Philadelphia 76ers,False,fid
2129,where are the mitochondria located in the sperm,midpiece,midpiece,True,fid
2130,how many lines of symmetry are there in a equilateral triangle,3,3,True,fid
2132,when was the last time america hosted the summer olympics,1996,1996,True,fid
2133,who sang the superbowl national anthem in 2017,Luke Bryan,Luke Bryan,True,fid
2134,who were farmers who kept a small portion of their crops & gave the rest to the landowners,Sharecropping,sharecroppers,True,fid
2136,who plays timon in lion king on broadway,Max Casella,Nathan Lane,False,fid
2138,when did the us not go to the olympics,1980,1980,True,fid
2139,what is the meaning of the name comanche,enemy,courage,False,fid
2141,who do you meet at the gates of heaven,Saint Peter,Saint Peter,True,fid
2142,what are bulls used for on a farm,herd maintenullce,herd maintenullce,True,fid
2143,what are the joyful mysteries of the holy rosary,The Nativity,the Presentation,False,fid
2144,what is the meaning of the dragon boat festival,commemorating fealty and filial piety,commemorating fealty and filial piety,True,fid
2145,who is edmund on days of our lives,Adam Caine,Adam Caine,True,fid
2146,what is the baby elephants name in jungle book,Hathi Jr.,Mowgli,False,fid
2149,when was theme from a summer place released,1959,1959,True,fid
2150,when did athens emerges as wealthiest greek city state,the late 6th century BCE,5th century BC,False,fid
2151,who sings war don't let me down,American production duo The Chainsmokers,The Chainsmokers,True,fid
2152,what color is the cue ball in pool,white,white,True,fid
2153,who plays the characters in yo gabba gabba,DJ Lance Rock,Tony Hawk,False,fid
2154,name three large lakes other than the great lakes in the united states,Iliamna Lake,Lake Superior,False,fid
2155,how long prime minister stay in office canada,four years,132 days,False,fid
2156,where was the movie jeremiah johnson filmed at,Utah,Utah,True,fid
2157,when does grey's anatomy come back on in march,"March 1, 2018","March 18, 2018",False,fid
2158,when do willow and tara get back together,Entropy,"""Seeing Red""",True,fid
2159,who performed the first c section in 1794,Dr. Jesse Bennett,Dr. Jesse Bennett,True,fid
2160,who sang in the movie i walk the line,Reese Witherspoon,Johnny Cash,False,fid
2161,where did aeneas go when he left carthage,Sicily,Italy,True,fid
2164,where was the capital of the habsburg empire located,Vienna,Vienna,True,fid
2165,who plays general hux in the last jedi,Domhnall Gleeson,Domhnall Gleeson,True,fid
2167,when were the winnie the pooh books written,1926,1926,True,fid
2168,where does the electron transport chain pumps protons,across a membrane,across a membrane,True,fid
2169,who played tom on as the world turns,Scott Holmes,Scott Holmes,True,fid
2170,who wrote the theme song for mission impossible,Lalo Schifrin,Lalo Schifrin,True,fid
2171,where is the slide placed on the microscope,stage,stage,True,fid
2172,wolf of wall street number of f words,569,fuck,False,fid
2173,where was the flag placed on the moon,Hadley–Apennine,the Mission Operations Control Room,False,fid
2177,malcom in the middle season 1 episode 3,Home Alone 4,"""Waterpark""",False,fid
2178,who starred in the remake of true grit,Josh Brolin,Josh Brolin,True,fid
2180,when does isle of dogs come out in us,"March 23, 2018","March 23, 2018",True,fid
2181,which country has won maximum number of gold medal in asian game 2014,China,China,True,fid
2182,who played the daughters in last man standing,Molly Ephraim,Molly Ephraim,True,fid
2184,who named all the animals in the world,Adam,Carl Linnaeus,False,fid
2185,how long do nhl players stay on waivers,24 hours,48 hours,False,fid
2186,what year did the price is right first air,1956,1956,True,fid
2187,who stepped out of the dithyrambic chorus to become the first actor,Thespis,Thespis,True,fid
2188,when did the not in this lifetime tour start,"April 1, 2016","April 1, 2016",True,fid
2189,who sings jungle book i wanna be like you,Louis Prima,Louis Prima,True,fid
2190,who sings two pints of lager and a packet of crisps,Splodgenessabounds,Splodgenessabounds,True,fid
2191,when did the apple iphone se come out,"March 31, 2016","March 31, 2016",True,fid
2192,where do they put the tomb vampires in order to burn them during founders day,the Gilbert building,the old Gilbert office,True,fid
2193,which government had more power under the articles of confederation,the states,the central government,True,fid
2194,who played junior on in the heat of the night,Christian LeBlanc,John C. Reilly,False,fid
2195,when was the debating club established in almora,1871,1871,True,fid
2197,what is the minimum number of parties required to enter into a deed,two parties,one,False,fid
2198,when was the first underwater cable laid beneath the english channel,1850,August 1850,True,fid
2199,where is the setting for beauty and the beast,France,France,True,fid
2200,where is the food stored in a yam plant,an edible tuber,tubers,True,fid
2201,who plays lefou in beauty and the beast 1991,Jesse Corti,Kevin Kline,False,fid
2202,where does the donkey talk in the bible,Numbers 22:28,Numbers 22:28,True,fid
2203,who sang the most number of songs in the world,Asha Bhosle,Asha Bhosle,True,fid
2204,where did the ashes from ash wednesday originate,Pope Gregory I the Great,the Book of Blessings,False,fid
2205,who sings it's my party and i cry if i want to,Lesley Gore,Lesley Gore,True,fid
2206,what are some elements that are similar to silver,Roentgenium (Rg),copper,True,fid
2207,when was the chain first used for f1,1978,1997,False,fid
2208,when was you'll never walk alone first released,1945,March 1968,False,fid
2209,what year is the deer hunter set in,late 1967,late 1967,True,fid
2210,who controlled the house and the senate in 2012,Democratic,Democratic,True,fid
2213,who did puerto rico belong to before the u.s,Spain,Spain,True,fid
2214,when does panic at the disco album come out,"December 15, 2017","June 22, 2018",False,fid
2215,who plays dorian tyrell when he puts on the mask,Peter Greene,Peter Greene,True,fid
2216,who holds the world record for the most world records,Ashrita Furman,Ashrita Furman,True,fid
2217,when is dragon ball super episode 131 releasing,"March 25, 2018","March 25, 2018",True,fid
2218,who sang on great gig in the sky,Clare Torry,Clare Torry,True,fid
2219,three movies made from agatha christie's novels,Alibi,Death Comes to the West,False,fid
2220,what college does everyone in gossip girl go to,New York University,New York University,True,fid
2221,internet based test of english as a foreign language test,TOEFL,iTEP,False,fid
2222,premier league players to score 5 goals in one game,Andy Cole,Andy Cole,True,fid
2223,how many walker texas ranger seasons are there,Eight,eight,True,fid
2224,how many seasons of from dusk till dawn are there,third season,3,True,fid
2226,who is responsible for introducing the principle of uniformitarianism,James Hutton,Charles Lyell,False,fid
2227,when did i ain't mad at cha come out,"September 15, 1996",shortly after his death,False,fid
2230,how old do you have to be to get a gun licence in nz,16 or older,18,False,fid
2231,when did the astros change from the national league to the american league,2013,2013,True,fid
2232,how many kilometers of great wall of china,"8,850 km",130 km,False,fid
2233,what is the name of the restaurant in seinfeld,Monk’s,Tom's Restaurant,False,fid
2234,when did the log flume closed at alton towers,2015,2015,True,fid
2235,when did the prr first begin its passenger service between pittsburgh and philadelphia,1854,1854,True,fid
2237,name of the boundary line between india and bangladesh,International Border (IB),International Border (IB),True,fid
2238,jharkhand which festival is associated with cattle worship,Sohrai,Sohrai,True,fid
2239,who was the declaration of independence written for,the Second Continental Congress,the Second Continental Congress,True,fid
2240,what is the center of heredity in a cell,nucleus,chromosomes,True,fid
2241,when did the first immigrants come to hawaii,Around 1200,1778,False,fid
2242,who coined the phrase let get ready to rumble,Michael Buffer,Michael Buffer,True,fid
2243,who played the first nfl thursday night football game,Kansas City Chiefs,Kansas City Chiefs,True,fid
2244,how many different kinds of pokemon cards are there,eleven,eleven,True,fid
2245,nearest metro station to gandhi nagar in delhi,Shastri Park metro station,Kalupur Ahmedabad,False,fid
2246,who sang the theme song for laverne and shirley,Cyndi Grecco,Cyndi Grecco,True,fid
2247,when does the day of the dead end,November 2,November 2,True,fid
2248,who was the dj on in living color,DJ Twist,Shawn Wayans,False,fid
2249,the temperature of gas is proportional to the,volume,volume,True,fid
2250,fast and furious 7 red car abu dhabi,The Lykan Hypersport,Lykan HyperSport,True,fid
2251,what is the name of season 6 of american horror story,Roanoke,Roanoke,True,fid
2253,who created the very first adhesive postage stamp and what year,Sir Rowland Hill,"February 1, 1847",False,fid
2254,do you cut cards to the left or right,right,left,False,fid
2255,who were the first settlers in san antonio,Spanish,Spanish,True,fid
2256,who were the members of the traveling wilburys group,Bob Dylan,Bob Dylan,True,fid
2257,who sang how can you mend a broken heart first,the Bee Gees,the Bee Gees,True,fid
2258,who was the original host of what's my line,John Daly,John Charles Daly,True,fid
2259,who played big enos in smokey and the bandit,Pat McCormick,Pat McCormick,True,fid
2260,who sings you can't get what you want,the Rolling Stones,the Rolling Stones,True,fid
2262,where do kidneys for kidney transplant come from,living-donor,deceased donors,True,fid
2263,what is on a mcchicken sandwich from mcdonalds,shredded lettuce,shredded lettuce,True,fid
2264,who plays janie in the search for santa paws,G. Hannelius,G Hannelius,True,fid
2265,what channel is big 10 network on fios,585 (HD),Channel 210,False,fid
2266,where does sex and the city take place,New York City,New York City,True,fid
2267,when did 10 shilling note go out of circulation,22 November 1970,22 November 1970,True,fid
2268,what year did the golden state warriors win their first nba championship,1947,1946–47,True,fid
2269,who is considered the father of modern behaviorism,John B. Watson,John B. Watson,True,fid
2270,joined mexico and the united states to form nafta,Canada,Canada,True,fid
2271,ranjit sagar dam has builded over which river,the Ravi River,the Ravi River,True,fid
2272,where do the elves go on the boat in lord of the rings,Valinor,Valinor,True,fid
2273,where was the original planet of the apes filmed at,Arizona,Arizona,True,fid
2274,who is the guy that jumped from space,Felix Baumgartner,Felix Baumgartner,True,fid
2275,what is the average time in hospice care,57 days,five to seven days,False,fid
2276,calpurnia son name in to kill a mockingbird,Zeebo,Scout,False,fid
2277,who won the american league pennullt in 2017,Houston Astros,Houston Astros,True,fid
2278,when did hollywood become the centre of the film industry,1912,1910,False,fid
2279,where are the cardiac and vasomotor centers found,medulla oblongata,medulla oblongata,True,fid
2281,who wrote the music for christmas story live,Pasek & Paul,Pasek & Paul,True,fid
2282,who played maudie in the movie el dorado,Charlene Holt,Michele Carey,False,fid
2283,who sang the song i think we're alone now,Tommy James and the Shondells,Tommy James and the Shondells,True,fid
2284,when does mexico play in the winter olympics,9 to 25 February 2018,1928,False,fid
2285,when was the abacus invented in ancient china,2nd century BC,2nd century BC,True,fid
2286,the nurses' health study is an example of what type of study,prospective,prospective,True,fid
2287,when were the beatles inducted into the rock and roll hall of fame,1988,1988,True,fid
2288,who plays the little girl in jurassic park,Ariana Clarice Richards,Isabella Sermon,False,fid
2289,who took over the dutch colony in north america,England,the English,True,fid
2290,where in the constitution is the executive branch referenced,Article Two,Article Two,True,fid
2291,when is the second half of vikings season 5 coming out,2018,"November 28, 2018",True,fid
2292,what is the official slogan for the 2018 winter olympics,Passion. Connected.,PyeongChang,False,fid
2293,who coined the phrase let them eat cake,Jean-Jacques Rousseau,a great princess,False,fid
2294,who claimed land in south america for portugal,John II of Portugal,António Raposo Tavares,False,fid
2295,which gene segments code for the variable region of the heavy chain,V,V,True,fid
2296,sri lanka belongs to which part of asia,South Asia,South Asia,True,fid
2297,when was the $1 000 bill discontinued,"July 14, 1969","July 14, 1969",True,fid
2298,who plays the principal in santa clarita diet,Thomas Lennon,Tracy Katsky,False,fid
2299,when does star wars battlefront 2 com out,"November 17, 2017","November 17, 2017",True,fid
2300,who sings gimme some lovin in days of thunder,The Spencer Davis Group,The Spencer Davis Group,True,fid
2301,who plays izabella in transformers the last knight,Isabela Moner,Isabela Moner,True,fid
2303,how many episodes of greys anatomy season 14,24,24,True,fid
2304,the road that connects the tombs is called,"""Spirit Way""",cursuses,False,fid
2305,fictional character whose favorite song was blueberry hill,Richie Cunningham,Richie Cunningham,True,fid
2306,who proposed evolution in 1859 as the basis of biological development,Charles Darwin,Charles Darwin,True,fid
2307,what is the membrane on the surface of the stomach called,the visceral membrane,The gastric mucosa,True,fid
2308,where are mucosal associated lymphoid tissues present in the human body and why,oral passage,regulating mucosal immunity,False,fid
2310,where does summer of the monkeys take place,Oklahoma,Oklahoma,True,fid
2312,who won the workd series of poker 2017,Scott Blumstein,Scott Blumstein,True,fid
2313,when does season 5 of ruby come out,"October 14, 2017",January 2018,False,fid
2314,when does the boy in the striped pajamas take place,World War II,World War II,True,fid
2315,which body part(s) occupy the greatest portion of the primary motor cortex,face,the arms and hand,True,fid
2316,who penned the famous indian epic the ramayana,Valmiki,Valmiki,True,fid
2317,who wrote the song what child is this,William Chatterton Dix,William Chatterton Dix,True,fid
2318,who plays the dad in nullny mcphee and the big bang,Ewan McGregor,Ewan McGregor,True,fid
2319,who plays frankie’s sister teddy on grace and frankie,Talia Shire,June Diane Raphael,False,fid
2320,who has the most receiving yards in the nfl history,Jerry Rice,Jerry Rice,True,fid
2321,what type of government is in north america,federal republic,federal republic,True,fid
2323,what happens when an air mass is pushed up and over a mountain range,Orographic lift,Orographic lift,True,fid
2324,when did the great fire of london end,5 September 1666,"Thursday, 6 September 1666",False,fid
2325,who created the convention on the rights of the child,The UN General Assembly,Clare Mulley,False,fid
2326,pace maker is associated with which body organ,heart,heart,True,fid
2328,who is the director of taarak mehta ka ooltah chashmah,Malav Suresh Rajda,Asit Kumarr Modi,False,fid
2329,who was originally cast to play indiana jones,Tom Selleck,Tom Selleck,True,fid
2330,when was the first temple built in jerusalem,the mid-10th century BCE,957 BCE,True,fid
