,question,golden_answer,answer,judge,model
1988,when did they stop making the nissan xterra,2015,Nissan ended production of the Xterra after 2015 .,True,newbing
1989,who played the nurse on andy griffith show,Julie Adams,"The nurse on ""The Andy Griffith Show"" was played by two actresses.  Julie Adams was the first actress to play the role of Nurse Mary Simpson on ""The Andy Griffith Show"".  Joanna Moore also played a nurse on ""The Andy Griffith Show"", her character's name was Nurse Peggy McMillan.",True,newbing
1990,where was the tv show in the heat of the night filmed,Decatur in Dekalb County,"The TV show ""In the Heat of the Night"" was filmed in several locations.  The first season was filmed in Hammond, Louisiana .  Later seasons were filmed in Covington, Georgia ⁶, Conyers, Georgia , Milstead Village, Georgia , and Social Circle, Georgia .",True,newbing
1991,who sang the end of the world as we know it,R.E.M.,"The song ""It's the End of the World as We Know It (And I Feel Fine)"" was performed by the American rock band R. E. M.  It first appeared on their 1987 album, Document.  Is there anything else you would like to know about this song or R. E. M.",True,newbing
1993,who headed the 7th central pay commission of india,Justice A.K Mathur,The 7th Pay Commission of India was formed by the UPA government on 28 February 2014 and was chaired by Justice Ashok Kumar Mathur.  The commission was given a time period of 18 months to submit its report.,True,newbing
1994,when did john steinbeck write of mice and me,1937,"John Steinbeck wrote the novella ""Of Mice and Men"" in 1937.  It narrates the experiences of George Milton and Lennie Small, two displaced migrant ranch workers, who move from place to place in California in search of new job opportunities during the Great Depression in the United States.",True,newbing
1995,what types of cells go through binary fission,domains of Archaea and Bacteria,"Binary fission is a type of asexual reproduction where a cell divides into two new cells.  It is the primary method of reproduction for prokaryotic organisms such as bacteria, archaea, and cyanobacteria.  Some eukaryotes such as amoeba and Paramecium also use binary fission as their primary mode of reproduction.  Additionally, some cell organelles like mitochondria also undergo cell division by this process.",True,newbing
1996,real name of daya in taarak mehta ka ooltah chashmah,Disha Vakani,The real name of Daya in Taarak Mehta Ka Ooltah Chashmah is Disha Vakani.  She is an Indian film and television actress known for playing the role of Daya Jethalal Gada on the sitcom Taarak Mehta Ka Ooltah Chashmah.,True,newbing
1997,when did vat change from 17.5 to 20,4 January 2011,The standard rate of VAT increased from 17. 5% to 20% on 4 January 2011.,True,newbing
1999,where does florida natural orange juice come from,"Lake Wales, Florida","Florida’s Natural orange juice comes from an agricultural cooperative based in Lake Wales, Florida. It is currently owned by over 1,100 grower members12.",True,newbing
2000,who is eliminated in big boss kannada 5,Shruti,"According to my sources, the winner of Bigg Boss Kannada 5 was Chandan Shetty and the runner-up was Diwakar1.",True,newbing
2001,where does the sciatic nerve run in the foot,on the posterior aspect,"The sciatic nerve is formed in the lower spine by the combination of motor and sensory fibers from spinal nerves L4 to S31.  At your knees, your sciatic nerve splits into two main branches: The common peroneal nerve runs from the outer part of your knee to the outer part of your foot. The tibial nerve runs down the back of your calf, extending to your heel and the sole of your foot2.",True,newbing
2002,what state courts can order a new trial,appellate court,"In the United States, all state courts have the power to order a new trial.  A new trial may be granted if there is evidence of an error in the original trial that could have affected the outcome.  The specific rules and procedures for requesting and granting a new trial vary from state to state.",False,newbing
2004,who used morse code in world war 2,naval bases,Morse code was widely used during World War II by Britain’s armed forces1.  International Morse Code was also used in World War II and in the Korean and Vietnam wars. It was used heavily by the shipping industry and for the safety of the seas up until the early 1990s2.,True,newbing
2005,who was the first person to successfully introduce a device exclusively designed for data processing,Herman Hollerith,"Herman Hollerith is credited with being the first person to successfully introduce a device exclusively designed for data processing.  In 1890, he invented a machine that could automatically read and tabulate data stored on punched cards. This invention was used by the United States Census Bureau to process data for the 1890 census1.",True,newbing
2006,where was the tv show high chaparral filmed,California,"The TV Western series “High Chaparral” was filmed on location at Old Tucson Studios for much of its production run, from 1967-197112.",True,newbing
2007,authorities involved in formulating accounting standard in india,government department,"In India, accounting standards are formulated by the Institute of Chartered Accountants of India (ICAI) and supervised by the Accounting Standards Board (ASB), a committee that works under the ICAI. The Ministry of Corporate Affairs notifies the detailed standards for corporate companies on the recommendations made by the National Finullcial Reporting Authority (NFRA)1.",True,newbing
2008,who plays colin on young and the restless,Tristan Rogers,The character of Colin Atkinson on the soap opera The Young and the Restless is portrayed by Tristan Rogers12.,True,newbing
2009,where is the deepest lake in the us located,Oregon,"The deepest lake in the United States is Crater Lake, located in southern Oregon. It is a volcanic crater with a measured depth of 1,949 feet (594 meters)1.",True,newbing
2010,when does the 2017 college football season end,"December 9, 2017","The 2017 NCAA Division I FBS football season began on August 26, 2017 and ended on December 9, 20171. The postseason concluded on January 8, 2018 with the 2018 College Football Playoff National Championship in Atlanta1.",True,newbing
2012,who is the drummer for guns and roses,Frank Ferrer,when does the 2017 college football season end.,True,newbing
2013,do you need a permit or license to own a gun in florida,No,"In Florida, you do not need a permit or license to buy a gun 12.  However, background checks are required and there is a three-day waiting period between purchase and delivery of all firearms 1.",True,newbing
2014,how many games does a football team have to win to be bowl eligible,5,"In college football at the NCAA Division I FBS level, a team must win at least six games and have a minimum winning percentage of . 500 to be bowl-eligible12.",False,newbing
2015,what is the name of the protease which is released in the stomach,Pepsin,"The protease that is released in the stomach is called pepsin1. Pepsin is secreted by the stomach to break down proteins into peptides, or smaller groupings of amino acids1.",True,newbing
2017,what size engine does a 2005 honda civic have,1169 cc,The 2005 Honda Civic comes with a 1. 7-liter four-cylinder engine that produces up to 115 horsepower and 110 lb-ft of torque1.,True,newbing
2018,what happened to western rome after it fell,divided into several successor polities,"After the fall of the Western Roman Empire in 476 AD, its vast territory was divided into several successor polities 1.  The loss of central political control led to a loss of effective rule and enforcement by the Empire 1.  The Eastern Roman or Byzantine Empire survived for centuries as an effective power in the Eastern Mediterranean 1.  In the West, barbarian kingdoms established their own power in much of the area that had been part of the Western Empire 1.",True,newbing
2020,where was because i could not stop for death published,1890,“Because I could not stop for Death” is a poem by Emily Dickinson. It was first published posthumously in 1890 in the collection “Poems: Series One” by Roberts Brothers of Boston12.,True,newbing
2021,who came out first batman or spider man,Batman,"Batman came out first.  Batman was created by writer Bill Finger and artist Bob Kane for DC Comics and debuted in May 1939 in Detective Comics no. 271.  Spider-Man, on the other hand, was created by writer Stan Lee and artist Steve Ditko for Marvel Comics and first appeared in Amazing Fantasy #15 in August 1962.",True,newbing
2022,who does the vocals for feel it still,Portugal. The Man,"The vocals for “Feel It Still” are performed by John Gourley, the lead singer of the American rock band Portugal. The Man1.  Is there anything else you would like to know about this song or Portugal.",True,newbing
2023,who sang heard it thru the grapevine first,Gladys Knight & the Pips,The song “I Heard It Through the Grapevine” was written by Norman Whitfield and Barrett Strong for Motown Records in 19661. The first recording of the song to be released was produced by Whitfield for Gladys Knight & the Pips and released as a single in September 19671.,True,newbing
2024,south african tree with thorns on the trunk,silk floss tree,"One example of a South African tree with thorns on its trunk is the Vachellia erioloba, also known as the camel thorn or giraffe thorn1.",False,newbing
2025,who made the nuclear model of an atom,Ernest Rutherford,"Ernest Rutherford came up with the Nuclear Model in19111.  According to this model, most of the mass of the atom and the positive charge is densely concentrated in a very small region in the atom. Rutherford called this region the nucleus2.",True,newbing
2027,when was the electronic funds transfer act signed into law,in 1978,The Electronic Funds Transfer Act was signed into legislature in1978to protect the rights of consumers and clarify the rules involved in transferring funds electronically1.,True,newbing
2028,when did the first pokemon game come out,October 2000,"The first Pokémon games, Pokémon Red and Green Versions, were released for the Nintendo Game Boy system in Japan onFebruary 27, 199612.",True,newbing
2029,who does the voice of salem the cat,"Nicholas ""Nick"" Bakay","The role of Salem the Cat is voiced byNick Bakay1.  He is an actor, writer, and producer. He was born in Buffalo, New York1.",True,newbing
2030,what is an example of an americanized mexican food created by tex-mex cuisine,fajitas,"Tex-Mex cuisine is a fusion of Mexican and American cuisines that originated in Texas. Some examples of Americanized Mexican food created by Tex-Mex cuisine include queso dip, enchiladas, and chimichangas1.",True,newbing
2031,who played joey's agent estelle on friends,June Gable,Joey’s agent Estelle Leonard on the NBC sitcom Friends was played byJune Gable1. She also played a Nurse in the delivery room in season 1 episode 23 “The One With The Birth”1.,True,newbing
2032,when does the shape of water book come out,"March 6, 2018","The Shape of Water is a novelization by Guillermo del Toro and Daniel Kraus based on the 2017 film of the same name. The book was published onMarch 6, 20181.",True,newbing
2033,who caused to build qutub minar in delhi,Iltutmish,"The Qutub Minar in Delhi was constructed in 1192 byQutab-ud-din Aibak, and later completed by his successorIltutmish1.",True,newbing
2035,winner of first series of great british bake off,Edd Kimber,The winner of the first series of The Great British Bake Off was Edd Kimber1. The first series of The Great British Bake Off first aired on BBC Two on 17 August 20102.,True,newbing
2036,where does the un security council get troops for military actions,member states of the UN,"The United Nations Security Council does not have its own standing army.  Instead, it relies on member states to contribute troops for peacekeeping operations.  Under Chapter VII of the United Nations Charter, the Security Council has the power to determine the existence of any threat to peace and to take military and non-military action to restore international peace and security1.",True,newbing
2037,who plays the voice of sulley in monsters inc,John Goodman,"The voice of Sulley in Monsters, Inc. is provided byJohn Goodman1.",True,newbing
2038,who wrote trust and believe by keyshia cole,Jessyca Wilson,"“Trust and Believe” is a song by R&B singer/songwriter Keyshia Cole. It serves as the second single from her fifth studio album, Woman to Woman1. The song was co-written by Keyshia Cole, Darhyl Camper Jr. , Jessyca Wilson & Guordan Banks and produced by DJ Camper2.",True,newbing
2039,who dies at the end of den of thieves,Merrimen,"The movie Den of Thieves culminates in a mass shootout during a traffic jam, resulting in the deaths ofMerriman,Bosco, andLevi1.",True,newbing
2041,who abandoned traditional harmony and created the twelve-tone system for composition,Arnold Schoenberg,"The twelve-tone system for composition was created by Arnold Schoenberg1. He abandoned traditional harmony and tonality and arranged all 12 notes of the scale in an abstract, mathematical pattern1.",True,newbing
2042,what domain has more individuals than all other domains combined do,the com TLD,"In biology, a domain refers to the largest of all groups in the classification of life.  There are currently 3 agreed groups at this level: the Archaea domain, Bacteria domain, and Eukarya domain1.  Each domain contains a collection of organisms with similar properties and evolutionary histories.  However, I couldn’t find any information on which domain has more individuals than all other domains combined.",False,newbing
2043,who plays the judge in drop dead diva,Lex Medlin,"There are several judges that appear on the show “Drop Dead Diva. ” One of them is Judge Owen French, who is played by Lex Medlin1.",True,newbing
2044,who played the music producer in pitch perfect 2,Keegan-Michael Key,The music producer in Pitch Perfect 2 wasMark Mothersbaugh1.,False,newbing
2045,who plays lois's dad on family guy,MacFarlane,"Lois’s father, Carter Pewterschmidt, is voiced by Seth MacFarlane12.",True,newbing
2046,what is the number of basic units in the international system of units,seven,"The International System of Units (SI) has 7 base units: meter (m), kilogram (kg), second (s), kelvin (K), ampere (A), candela (cd), and mole (mol)1. These base units pertain to seven fundamental scientific quantities: length, mass, time, temperature, electric current, luminous intensity, and amount of substance1.",True,newbing
2047,what is the meaning of veronica in english,she who brings victory,"The name Veronica has Greek and Latin origins1. It can mean “truth and purity,” “she who brings victory,” or “true image”23.",True,newbing
2048,when did krakow become the capital of poland,1038,"Kraków, situated on the Vistula river in the Lesser Poland region, dates back to the 7th century1. It was the capital of Poland from 1038 to 15961.",True,newbing
2049,who had won the first grammy award for the best new artist,Chance the Rapper,The first Grammy Award for Best New Artist was awarded in 19601. The winner of the first Grammy Award for Best New Artist was Bob Newhart2.,False,newbing
2051,where will the cricket world cup 2019 be held,England and Wales,"The 2019 Cricket World Cup was held in England and Wales from May 30 to July 14, 20191. The final game of the tournament was played at Lord’s in London1.",True,newbing
2052,what channel does thursday night football come on regular tv,NBC,"Thursday Night Football is exclusively available on Prime Video1. To watch Thursday Night Football on regular TV, you would need to have an Amazon Prime account and access to a device that can stream Prime Video1.",False,newbing
2053,where does the saying get out of dodge come from,the drama series Gunsmoke,"The phrase “get out of Dodge” or “get the hell out of Dodge” comes from Hollywood western films in the early 20th century1. It is a reference to Dodge City, Kansas, which was a favorite location for westerns and was known for its shootouts between law enforcers and criminals2. The phrase was made famous by the TV show “Gunsmoke,” in which villains were often commanded to “get the hell out of Dodge”2. The phrase now refers to leaving a place quickly to avoid trouble3.",True,newbing
2054,when was looking for a sunset bird in winter written,1923,"“Looking for a Sunset Bird in Winter” is a poem written by American poet and writer Langston Hughes.  The poem was first published in the December 1922 issue of The Crisis, a magazine founded and edited by W.  E.  B. Du Bois1.",False,newbing
2056,when did michael jordan return to the nba,2001,Michael Jordan returned to the NBA at age 38 as a member of the Washington Wizards in 20011.,True,newbing
2057,when did slave to the rhythm come out,"May 8, 2014","“Slave to the Rhythm” is a song performed by Grace Jones and was released as a single in October 19851. It was taken from her album of the same name, which was also released in 19852. The song was written by Trevor Horn, Bruce Woolley, Stephen Lipson, and Simon Darlow and produced by Horn2.",False,newbing
2058,who wins the final fight in real steel,Zeus,"In the final fight of the movie “Real Steel,” Atom fights against Zeus.  In the final round, Charlie and Atom fight as one and they succeed in smashing Zeus, though not completely defeating him. In all of the rounds, neither Zeus nor Atom had been properly defeated, with both getting saved by the bell and surviving for the next round1.",False,newbing
2059,who sings the wire season 5 theme song,Steve Earle,"The theme song for season 5 of The Wire is “Way Down in the Hole” written by Tom Waits1. It was performed by Steve Earle, an American country music artist2. This version is on his CD, Washington Square Serenade, which came out in 20072.",True,newbing
2060,where are the washington redskins based out of,the Washington metropolitan area,"The Washington Redskins are now known as the Washington Commanders.  They are a professional American football team based in the Washington metropolitan area 1.  The team plays its home games at FedExField in Landover, Maryland;  its headquarters and training facility are in Ashburn, Virginia 1.",True,newbing
2061,when did the battle of bull run start,"July 21, 1861","The First Battle of Bull Run, also known as the Battle of Manassas, was the first major land battle of the American Civil War. It took place on July 21, 1861 near Manassas Junction, Virginia1.",True,newbing
2062,who is playing halftime show super bowl 2018,Justin Timberlake,"Justin Timberlake headlined the Pepsi Super Bowl 52 halftime show on NBC at U. S.  Bank Stadium in Minnesota on Sunday, Feb. 4, 20181.",True,newbing
2063,avatar the last airbender season 3 episode 12,The Western Air Temple,"Season 3 Episode 12 of Avatar: The Last Airbender is titled “The Western Air Temple”1.  In this episode, the gang hides out in the Western Air Temple and Zuko tries to convince them of his change in heart, but they are very hesitant. Combustion Man/Sparky-Sparky Boom Man attacks again1.",True,newbing
2064,who sings oh what a night late december back in 63,the Four Seasons,"The song “December, 1963 (Oh, What a Night)” was originally performed by The Four Seasons1. It was written by original Four Seasons keyboard player Bob Gaudio and his future wife Judy Parker and was included on the group’s album “Who Loves You” (1975)1.",True,newbing
2065,who sings the christmas song mary did you know,Michael English,"” is a Christmas song with lyrics written by Mark Lowry in 1984 and music written by Buddy Greene in 19911. It was originally recorded by Christian recording artist Michael English on his self-titled debut solo album in 19911. Since then, it has been covered by many artists, including Pentatonix2and Carrie Underwood3.",True,newbing
2066,who sings the song i feel it still,Portugal. The Man.,The song “Feel It Still” is sung by Portugal. The Man1.,False,newbing
2067,who produced the movie i can only imagine,Pete Shilaimon,"The movie “I Can Only Imagine” was produced by Kevin Downes, Cindy Bond, Daryl C. Lefever, Mickey Liddell, and Pete Shilaimon1.",True,newbing
2068,what kind of dog is charkie from curious george,black cocker spaniel,Charkie is a female black Cocker Spaniel owned by Steve and Betsy in the children’s television series “Curious George” 1.,True,newbing
2070,where does half life 2 episode 2 take place,outside City 17,Half-Life 2: Episode Two takes place in a fictional mountainous region in Eastern Europe called White Forest 1.  The area also contains a Soviet-era ICBM silo that acts as the base of operations for the human resistance against the Combine and is the primary destination for much of the game 1.,False,newbing
2071,where is nuclear energy used most in the world,United States,"Nuclear power plants operate in 32 countries and generate about a tenth of the world’s electricity1. The United States is the largest producer of nuclear power, while France has the largest share of electricity generated by nuclear power, at about 70%1.",True,newbing
2072,when was the first super bowl the eagles ever won,2017,"The Philadelphia Eagles won their first Super Bowl in 2018, defeating the New England Patriots 41-33 in Super Bowl LII1.",True,newbing
2077,what goes on the bottom of shepherd's pie,minced meat,Shepherd’s pie is a casserole that typically has a layer of mashed potatoes on top and bottom with a filling in the middle 1.  Some recipes call for starting with melted butter on the bottom of the pan and then adding a layer of mashed potatoes 2.,True,newbing
2078,when did the first junie b jones book come out,1992,The first Junie B.  Jones book was published in 1992 and was titled “Junie B. Jones and the Stupid Smelly Bus”1.  Is there anything else you would like to know about Junie B.,True,newbing
2079,who is the actor that plays dr. sean murphy,Freddie Highmore,"The actor who plays Dr. Sean Murphy in the ABC drama series “The Good Doctor” is Freddie Highmore1. He is an English actor who was born on February 14th, 19921.",True,newbing
2080,when does season 13 of america's got talent premiere,"May 29, 2018","Season 13 of America’s Got Talent premiered on May 29, 20181.",True,newbing
2081,who is the father of lucius in gladiator,Lucius Verus,"In the movie Gladiator, Lucius Verus is the son of Lucilla and her husband Lucius Verus.",True,newbing
2082,who invented the submarine during the civil war,Horace Lawson Hunley,"During the American Civil War, one of the most celebrated tactical innovations was the use of submarines by the Confederate Navy. An early example of this type of naval ingenuity was the CSS Pioneer developed by Horace Lawson Hunley, James McClintock, and Baxter Watson1.  Is there anything else you would like to know about submarines during the Civil War.",True,newbing
2085,who wrote got this feeling in my body,Max Martin,"The song “Can’t Stop The Feeling! ” was written by Johan Karl Schuster (also known as Shellback), Justin R. Timberlake, and Martin Karl Sandberg (also known as Max Martin)1.",True,newbing
2086,who was elected senator of illinois in 1858,Stephen A. Douglas,"In 1858, Stephen A. Douglas won re-election as Senator of Illinois after a series of debates with his Republican opponent, Abraham Lincoln1.",True,newbing
2087,where is the university of wisconsin madison located,"Madison, Wisconsin","The University of Wisconsin-Madison is located in Madison, the capital of the State of Wisconsin1.",True,newbing
2088,in texas how is the commissioner of insurance placed in office,Appointed,"In Texas, the Commissioner of Insurance is appointed by the Governor with the consent of the state Senate.  The appointment is done in accordance with Chapter 31 Section 22 of the Texas Insurance Code1.",True,newbing
2089,where is the word leviathan mentioned in the bible,Book of Job,"The word Leviathan is mentioned six times in the Bible.  It can be found in Isaiah 27:1, Psalm 74:14, Psalm 104:26, and Job 3:8, Job 41:1 and Job 41:12-15 1.",True,newbing
2090,what was the date of the signing of the declaration of independence,"August 2, 1776","The Declaration of Independence was signed on July 4, 1776.  This date is celebrated annually in the United States as Independence Day.",True,newbing
2091,who is considered to be the greatest english composer of the baroque period,Henry Purcell,Henry Purcell (1659-95) is often regarded as the greatest English composer of the Baroque period. Among his most influential works are the opera Dido and Aeneas and the semi-operas The Fairy Queen and King Arthur1.,True,newbing
2092,who plays nathan's mother on general hospital,Donna Mills,"Nathan West’s biological mother on General Hospital is Dr.  Liesl Obrecht, portrayed by Kathleen Gati.  However, Nathan was raised by his legal mother, Madeline Reeves, who is portrayed by Donna Mills12.  Is there anything else you would like to kno.",True,newbing
2093,where did the tradition of the pinata come from,treats,"The tradition of the piñata has a complex history with roots in multiple cultures.  The idea of breaking a container filled with treats came to Europe in the 14th century from China, where it was used to celebrate the New Year.  The European piñata tradition was brought to Mexico in the 16th century by Spanish missionaries.  However, there was already a similar tradition in Mesoamerica.  The Mayan tradition was similar to the modern piñata tradition, including blindfolding the participant hitting the piñata.  The Aztec tradition commemorated the birthday of Huitzilopochtli.  According to local records, the Mexican piñata tradition began in the town of Acolman, just north of Mexico City, where piñatas were introduced for catechism purposes as well as to co-opt the Huitzilopochtli ceremony1.",False,newbing
2095,when did the united states became a nation,1776,"The United States became a nation on July 4, 1776, when the Declaration of Independence was adopted by the Continental Congress.",True,newbing
2096,who plays ivo on once upon a time,Dan Payne,"I’m sorry, but I couldn’t find any information about a character named Ivo on the television show Once Upon a Time.",False,newbing
2097,who got the most rings in the nba,Bill Russell,"The player with the most NBA championship rings is Bill Russell, who won 11 titles with the Boston Celtics during his career12.",True,newbing
2099,songs on 4 your eyez only j cole,Immortal,"4 Your Eyez Only is the fourth studio album by American rapper J.  Cole.  It was released on December 9, 2016, by Dreamville Records, Roc Nation and Interscope Records.  The album consists of 10 songs:For Whom the Bell TollsImmortalDeja VuVille MentalityShe’s Mine, Pt.  1ChangeNeighborsFoldin ClothesShe’s Mine, Pt.",True,newbing
2100,what is the longest river in the united states,Missouri River,"The longest river in the United States is the Missouri River, which is approximately 2,341 miles long12.",True,newbing
2101,who said everyone will be famous for 15 minutes,Andy Warhol,"The expression “In the future, everyone will be world-famous for 15 minutes” is often attributed to Andy Warhol. He is said to have made this statement in 19681.",True,newbing
2102,when did the movie karate kid come out,2010,"The Karate Kid is a 1984 American martial arts drama film written by Robert Mark Kamen and directed by John G.  Avildsen. It was released on June 22, 19841.",True,newbing
2103,when is the met office leaving the bbc,31 March 2018,"The BBC stopped getting its data for its main weather forecasts from the Met Office in 2016, ending a partnership with the body which began with the birth of the Corporation in 1922.  The UK’s weather service, which had provided the data used for BBC forecasts since the first radio weather bulletin on 14 November 1922, stopped providing the information after the Corporation said it would tender the contract to outside competition in a bid to cut costs1.",False,newbing
2104,where does junior want to go to find hope,off the rez,"I’m sorry, but I’m not sure who you are referring to when you say “Junior.",False,newbing
2105,who does eric end up with in that 70s show,Donna,Eric Forman and Donna Pinciotti end up together by the end of That '70s Show1.,True,newbing
2107,when will notre dame played michigan state again,2026,"I’m sorry, but I couldn’t find any information about the next time Notre Dame and Michigan State will play each other in football.",False,newbing
2108,how many episodes are in chicago fire season 4,23,"Season 4 of Chicago Fire, an American drama television series with executive producer Dick Wolf, and producers Derek Haas, Michael Brandt, and Matt Olmstead, consists of 23 episodes1.",True,newbing
2109,who sings love will keep us alive by the eagles,Timothy B. Schmit,"“Love Will Keep Us Alive” is a song written by Jim Capaldi, Paul Carrack, and Peter Vale and produced by the Eagles, Elliot Scheiner, and Rob Jacobs.  It was first performed by the Eagles in 1994, during their Hell Freezes Over reunion tour, with lead vocals by bassist Timothy B. Schmit123.",True,newbing
2110,how many episodes in 1st season of the crown,10,"The first season of The Crown, a historical drama television series about the reign of Queen Elizabeth II, consists of 10 episodes1.",True,newbing
2113,who were the three elves who got rings,Círdan,"The three elves who were originally given the three Elven Rings of Power were Gil-galad, Galadriel, and Círdan.  Gil-galad gave his ring, Vilya, to Elrond and Círdan gave his ring, Narya, to Gandalf. Galadriel kept her ring, Nenya12.",True,newbing
2114,converting stereo signal to mono signal is called,Panning,Converting a stereo signal to a mono signal is called “downmixing” or “collapsing” the stereo signal to mono.  This process involves combining the left and right channels of a stereo signal into a single channel.,True,newbing
2115,where do characters live in this is us,New Jersey,"In the TV show This Is Us, the Pearson family grew up in Pittsburgh but none of the family members live there as adults.  Kate and Toby live in Los Angeles, Kevin formerly lived in LA and currently lives in New York City, Randall and Beth live in New Jersey, and it seems like Rebecca and Miguel live in either New Jersey or upstate New York1.",True,newbing
2116,who makes the decisions about what to produce in a market economy,capital and finullcial markets,"In a market economy, decisions about what to produce are made by the interaction of supply and demand.  Producers make decisions about what to produce based on what they believe consumers will want to buy.  Consumers make decisions about what to buy based on their preferences and the prices of goods and services.  The interaction of supply and demand determines the market price, which in turn influences the decisions of producers and consumers.",True,newbing
2119,who plays max voice in a goofy movie,Jason Marsden,"In the movie A Goofy Movie, Max Goof was voiced by Jason Marsden12.",True,newbing
2120,who recorded i can't help falling in love with you,Elvis Presley,"“Can’t Help Falling in Love” is a song recorded by American singer Elvis Presley for the album Blue Hawaii in 19611. It was written by Hugo Peretti, Luigi Creatore, and George David Weiss and published by Gladys Music, Inc1.",True,newbing
2121,who plays the doc in back to the future,Christopher Allen Lloyd,The character of Doc Brown in the movie Back to the Future was played by Christopher Lloyd12.,True,newbing
2122,when did they stop cigarette advertising on television,"January 2, 1971","Cigarette advertising on television and radio was officially banned in the United States on April 1, 1970, when President Richard Nixon signed legislation prohibiting it1.  The last televised cigarette ad ran on January 1, 19711.",False,newbing
2123,who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,Sakshi Malik,"There have been several brand ambassadors for the ‘Beti Bachao-Beti Padhao’ campaign. For example, Sakshi Malik was made the brand ambassador for BBBP in Haryana in 20161. Bollywood actress Madhuri Dixit has also been a brand ambassador for the campaign2.",True,newbing
2125,what was the name of atom bomb dropped by usa on hiroshima,Little Boy,"The atomic bomb dropped by the United States on Hiroshima was codenamed ""Little Boy""1.",True,newbing
2126,when did the us take over wake island,"July 4, 1898",The United States took possession of Wake Island in 18991.,True,newbing
2128,who has the oldest team in the nba,Sacramento Kings,TheSacramento Kingsis the oldest team in the NBA. The team was established in1923and joined the NBA in19481.,True,newbing
2129,where are the mitochondria located in the sperm,midpiece,"In sperm cells, the mitochondria are located in themidpieceand are spiraled1. They provide energy for tail motion1.",True,newbing
2130,how many lines of symmetry are there in a equilateral triangle,3,An equilateral triangle has3 lines of symmetry.  Each line of symmetry passes through the midpoint of one side and the opposite vertex.,True,newbing
2132,when was the last time america hosted the summer olympics,Salt Lake City,"The last time America hosted the Summer Olympics was in1996inAtlanta, Georgia1.",False,newbing
2133,who sang the superbowl national anthem in 2017,Luke Bryan,"In 2017, country music starLuke Bryansang the national anthem at Super Bowl 511.",True,newbing
2134,who were farmers who kept a small portion of their crops & gave the rest to the landowners,Sharecropping,"Farmers who farmed land belonging to others but owned their own mule and plow were calledtenullt farmers;  they owed the landowner a smaller share of their crops, as the landowner did not have to provide them with as much in the way of supplies1. Another system that was used wassharecropping, where families would rent small plots of land from a landowner in return for a portion of their crop, to be given to the landowner at the end of each year2.",True,newbing
2136,who plays timon in lion king on broadway,Max Casella,"In the Broadway production of Disney’s The Lion King, the role of Timon is played byFred Berman.",False,newbing
2138,when did the us not go to the olympics,The 1980 Summer Olympics,"The United States did not go to the Olympics in1980. The US sponsored a boycott of the Summer Olympic Games in Moscow to protest the late 1979 Soviet invasion of Afghanistan1. In total,65 nationsrefused to participate in the games, whereas80 countriessent athletes to compete2.",True,newbing
2139,what is the meaning of the name comanche,enemy,"The name Comanche comes from the Ute word kɨmantsi meaning ‘enemy, stranger’. Their own name for the language is nʉmʉ tekwap ʉ which means 'language of the people’1.",True,newbing
2141,who do you meet at the gates of heaven,Saint Peter,"In many religious beliefs, it is said that Saint Peter is the one who meets people at the gates of heaven.  However, this belief varies among different religions and cultures.",True,newbing
2142,what are bulls used for on a farm,as work oxen,"On a farm, bulls are typically used for breeding purposes.  They are kept to mate with cows to produce calves.  Some farms may also use bulls for plowing or other heavy work.",True,newbing
2143,what are the joyful mysteries of the holy rosary,The Nativity,"The Nativity/The Annunciation/The VisitationThe Joyful Mysteries are one of the four sets of mysteries of the Holy Rosary in the Roman Catholic Church.  The Joyful Mysteries are typically prayed on Mondays and Saturdays.  They focus on the joyful events in the life of Jesus Christ and his mother, the Virgin Mary.  The five Joyful Mysteries are:The Annunciation: The Angel Gabriel announces to Mary that she will conceive and bear a son, Jesus. The Visitation: Mary visits her cousin Elizabeth, who is pregnullt with John the Baptist. The Nativity: Jesus is born in Bethlehem. The Presentation: Mary and Joseph present Jesus in the Temple in Jerusalem. The Finding in the Temple: Mary and Joseph find Jesus in the Temple, discussing with the teachers.",True,newbing
2144,what is the meaning of the dragon boat festival,commemorating fealty and filial piety,"The Dragon Boat Festival, also known as Duanwu Festival, is a traditional holiday originating in China.  The festival occurs on the fifth day of the fifth month of the traditional Chinese lunar calendar.  The festival commemorates the life and death of the famous Chinese scholar Qu Yuan, who drowned himself in the Miluo River over 2,000 years ago to protest against corrupt rulers.  Legend has it that the local people, who admired him, raced out in their boats to save him or at least retrieve his body.  When his body could not be found, they dropped balls of sticky rice into the river so that the fish would eat them instead of Qu Yuan’s body.  This is said to be the origin of dragon boat races and eating zongzi (sticky rice dumplings) during the festival.",False,newbing
2145,who is edmund on days of our lives,Adam Caine,Edmund Crumb is a character from the soap opera Days of Our Lives. He was portrayed by Adam Caine in 19981. Edmund was a pilot from England who fell in love with Susan Banks1.,True,newbing
2146,what is the baby elephants name in jungle book,Hathi Jr.,"In the Disney animated film The Jungle Book (1967), the baby elephant is named Hathi Jr.  He is the son of Colonel Hathi, the leader of the elephant patrol.",True,newbing
